DA_manual_str,calc_PCE_percent
CCCCCCC(CCCC)CSSc1sc(-c2c3cc(C)sc3c(-c3cc(F)c(SSCC(CCCC)CCCCCC)s3)c3ccsc23)cc1F.CCCCCCCCc1ccsc1.Fc1cc2nsnc2cc1F.CCCCCCCCc1ccsc1C.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,11.671
CCCCCCC(CCCC)CSSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SSCC(CCCC)CCCCCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCc1ccc(-c2nc3ccc4c(ccc5nc(-c6ccc(CCCCCCCC)s6)c(-c6ccc(CCCCCCCC)s6)nc54)c3nc2-c2ccc(CCCCCCCC)s2)s1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,11.47
CCCCCCC(CCCC)CSSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SSCC(CCCC)CCCCCC)s3)c3ccsc23)s1.CCCCCCCCc1ccsc1.c1nncs1.CCCCCCCCc1ccsc1C.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,12.791
CCCCC(CC)COc1cccc(-c2c3cc(C)sc3c(-c3cccc(OCC(CC)CCCC)c3)c3ccsc23)c1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,10.517
CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CCCCC(CS)CCCCCC)s3)c3cc(C)sc23)s1.c1ccsc1.CCCCCCC(CCCC)CSn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,10.484
CCC[Si](CCC)(CCC)c1ccc(-c2c3cc(C)sc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1ccsc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc[sH]c1.c1ccccc1.c1cc[sH]c1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccsc1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,8.412
CCC[Si](CCC)(CCC)c1ccc(-c2c3cc(C)sc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2cscc2C1=C(C#N)C#N.c1ccsc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc[sH]c1.c1ccccc1.c1cc[sH]c1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccsc1.C=C1C(=O)c2cscc2C1=C(C#N)C#N,12.227
CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CCCCCCCCC(C)CCCCCC)s3)c3cc(C)sc23)s1.CCCCCCCCc1ccsc1.c1nnco1.CCCCCCCCc1ccsc1C.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)s3)cccc2)s1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)s3)cccc2)s1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,10.124
CCCCCCC(CCCC)CSc1c2cc(C)sc2c(SCC(CCCC)CCCCCC)c2ccsc12.c1ccsc1.CCCCCCC(CCCC)CSn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)s3)cccc2)s1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)s3)cccc2)s1.c1cc2sccc2s1.C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,9.046
CCCCCCC(CCCC)CSc1c2cc(C)sc2c(SCC(CCCC)CCCCCC)c2ccsc12.c1ccsc1.CCCCCCC(CCCC)CSn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccc(OC)cc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)s3)cccc2)s1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)s3)cccc2)s1.c1cc2sccc2s1.C=C1C(=O)c2ccc(OC)cc2C1=C(C#N)C#N,10.741
CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CCCCC(C)CC)s3)c3cc(C)sc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N,9.384
CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CCCCC(C)CC)s3)c3cc(C)sc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1ccccc1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,5.982
CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CCCCC(C)CC)s3)c3cc(C)sc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.CCCCC(CC)COc1ccsc1.c1ccsc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccsc1.CCCCC(CC)COc1ccsc1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,6.53
CCC[Si](CCC)(CCC)c1ccc(-c2c3cc(C)sc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,10.542
CCC[Si](CCC)(CCC)c1ccc(-c2c3cc(C)sc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2cc(F)ccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2cc(F)ccc2C1=C(C#N)C#N,9.723
CCC[Si](CCC)(CCC)c1ccc(-c2c3cc(C)sc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C/C=C1\C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C/C=C1\C(=O)c2ccccc2C1=C(C#N)C#N,7.423
CCC[Si](CCC)(CCC)c1ccc(-c2c3cc(C)sc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2c(csc2C)C1=C(C#N)C#N.c1ccsc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc[sH]c1.c1ccccc1.c1cc[sH]c1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccsc1.C=C1C(=O)c2c(csc2C)C1=C(C#N)C#N,10.38
CC[Si](CC)(CC)c1ccc(-c2c3cc(C)sc3c(-c3ccc([Si](CC)(CC)CC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1ccccc1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,11.62
CCC[Si](CCC)(CCC)c1ccc(-c2c3cc(C)sc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1ccccc1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,12.055
Cc1cc2c(-c3ccc(CC(C)[Si](C(C)C)C(C)C)s3)c3sccc3c(-c3ccc([Si](C(C)C)(C(C)C)C(C)C)s3)c2s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1ccccc1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,10.228
CCCCCCCC[Si](C)(C)c1ccc(-c2c3ccsc3c(-c3ccc(CCCCCCCC[Si](C)C)s3)c3cc(C)sc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1ccccc1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,9.624
CCCCC(CC)Cc1sc(-c2c3ccsc3c(-c3sc(CCCCC(C)CC)c(F)c3F)c3cc(C)sc23)c(F)c1F.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1ccccc1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,11.628
CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CCCCC(C)CC)s3)c3cc(C)sc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1ccccc1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,5.982
CCC[Si](CCC)(CCC)c1ccc(-c2c3cc(C)sc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2c(csc2C)C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1ccccc1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1cc2sccc2s1.C=C1C(=O)c2c(csc2C)C1=C(C#N)C#N,11.733
CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1.c1ccsc1.CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=O.Cc1cccs1.C=C1C(=O)c2c(csc2C)C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1ccccc1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1cc2sccc2s1.C=C1C(=O)c2c(csc2C)C1=C(C#N)C#N,10.67
CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1.CCCCC(CC)COC(=O)c1sc2csc(C)c2c1F.C=C1C(=O)c2c(csc2C)C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1ccccc1.CCCCCCc1cccc(-c2(-c3cccc(CCCCCC)c3)cccc2)c1.c1cc2sccc2s1.C=C1C(=O)c2c(csc2C)C1=C(C#N)C#N,8.114
CCCCCCCCCCCCSSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SSCCCCCCCCCCCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1SC(=S)N(CC)C1=O.c1ccc(-c2nc3cscc3nc2-c2ccccc2)cc1.c1ccccc1.CCCCCCCCc1(CCCCCCCC)cccc1.c1ccccc1.c1ccc(-c2nc3cscc3nc2-c2ccccc2)cc1.C=C1SC(=S)N(CC)C1=O,5.848
CCCCCCC(CCCC)CSc1c2cc(C)sc2c(SCC(CCCC)CCCCCC)c2ccsc12.c1ccsc1.CCCCCCC(CCCC)CSn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N.c1ccsc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccc2ccccc2c1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccsc1.C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,7.447
CCCCCCC(CCCC)CSc1c2cc(C)sc2c(SCC(CCCC)CCCCCC)c2ccsc12.c1ccsc1.CCCCCCC(CCCC)CSn1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N.c1cc[sH]c1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccsc1.CCCCCCc1ccc2cc(CCCCCC)ccc2c1.c1ccsc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc[sH]c1.C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,12.287
CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCOc1cccc(-c2nc3ccccc3nc2-c2cccc(OCCCCCCCC)c2)c1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,6.68
CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1.c1ccsc1.CCCCCCCCOc1cccc(-c2nc3cc(F)c(F)cc3nc2-c2cccc(OCCCCCCCC)c2)c1.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,8.9
CCCCCCC(CC)c1sc(-c2c3cc(C)sc3c(-c3cc(F)c(C(CC)CCCCCC)s3)c3ccsc23)cc1F.c1ccsc1.CCCCCCCCCC(CCCCCC)n1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2sccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2sccc2C1=C(C#N)C#N,10.412
CCCCCCC(CC)c1sc(-c2c3cc(C)sc3c(-c3cc(F)c(C(CC)CCCCCC)s3)c3ccsc23)cc1F.c1ccsc1.CCCCCCCCCC(CCCCCC)n1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N,12.231
CCCCCCC(CC)c1sc(-c2c3cc(C)sc3c(-c3cc(F)c(C(CC)CCCCCC)s3)c3ccsc23)cc1F.c1ccsc1.CCCCCCCCCC(CCCCCC)n1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,10.638
CCCCCCC(CC)c1sc(-c2c3cc(C)sc3c(-c3cc(F)c(C(CC)CCCCCC)s3)c3ccsc23)cc1F.c1ccsc1.CCCCCCCCCC(CCCCCC)n1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N,11.816
CCCCCCC(CC)c1sc(-c2c3cc(C)sc3c(-c3cc(F)c(C(CC)CCCCCC)s3)c3ccsc23)cc1F.c1ccsc1.CCCCCCCCCC(CCCCCC)n1nc2cc(F)c(F)cc2n1.Cc1cccs1.C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N,13.088
CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1.c1ccsc1.CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=O.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,11.213
CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1.c1ccsc1.CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=O.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,7.446
CCCCC(CC)Cc1sc(-c2c3cc(C)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F.c1ccsc1.CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=O.c1ccsc1.C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,13.101
CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1.c1ccsc1.CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=O.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,0.111
CCCCCCCCn1c2ccccc2c2ccc(C)cc21.c1ccsc1.CCCCCCCCCCCCSOc1cc2nsnc2cc1OSCCCCCCCCCCCC.Cc1cccs1.CCCCCCCCN1C(=O)c2cccc3cccc(c23)C1=O.c1ccsc1.c1ccccc1.c1ccsc1.CCCCCCCCN1C(=O)c2cccc3cccc(c23)C1=O,2.79
CCCCCCCCn1c2ccccc2c2ccc(C)cc21.c1ccsc1.CCCCCCCCCCCCSOc1cc2nsnc2cc1OSCCCCCCCCCCCC.Cc1cccs1.CCCCCCCCCCCCN1C(=O)c2cccc3cccc(c23)C1=O.c1ccsc1.Fc1ccccc1.c1ccsc1.CCCCCCCCCCCCN1C(=O)c2cccc3cccc(c23)C1=O,0.736
CCCCC(CC)COc1c2cc(C)sc2c(OCC(CC)CCCC)c2ccsc12.CCCCC(CC)COC(=O)c1sc2csc(C)c2c1F.C=c1sc(=C(C#N)C#N)n(CC)c1=O.c1ccc2nsnc2c1.c1ccccc1.CCCCCCCCOc1ccc2c(c1)-c1cc(OCCCCCCCC)ccc1-c-21cccc1.c1ccccc1.c1ccc2nsnc2c1.C=c1sc(=C(C#N)C#N)n(CC)c1=O,7.146
CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1.CCCCC(CC)COC(=O)c1sc2csc(C)c2c1F.C=c1sc(=C(C#N)C#N)n(CC)c1=O.c1ccc2nsnc2c1.c1ccccc1.CCCCCCCCOc1ccc2c(c1)-c1cc(OCCCCCCCC)ccc1-c-21cccc1.c1ccccc1.c1ccc2nsnc2c1.C=c1sc(=C(C#N)C#N)n(CC)c1=O,9.93
CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1.c1ccsc1.CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=O.Cc1cccs1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2ccccc2C1=C(C#N)C#N,10.593
CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1.c1ccsc1.CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=O.Cc1cccs1.C=C1C(=O)c2sccc2C1=C(C#N)C#N.c1cc2sccc2s1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1ccccc1.CCCCCCc1ccc(-c2(-c3ccc(CCCCCC)cc3)cccc2)cc1.c1cc2sccc2s1.C=C1C(=O)c2sccc2C1=C(C#N)C#N,11.402
