folds,r,r2,mae,rmse
0,0.65451550213774,0.42031577824402166,1.986965405265041,2.54598969814797
1,0.46945525707462843,0.1712553565612429,2.0411972990801175,2.5916883032704936
2,0.6605343581068612,0.4345064847834583,1.7017818196018157,2.14524176229842
3,0.5892341550269966,0.3375856447980826,1.9041703038913746,2.3561362864250386
4,0.6042343937357698,0.342636115183663,2.2141788950766528,2.750113158039772
