"PS_manual_aug_str,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar",J_Total_flux_kg_m_2h_1
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|50|1.0|,0.1833
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|50|1.0|,0.1833
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|50|1.0|,0.1833
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.988622|50|1.0|,0.1839
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.988622|50|1.0|,0.1839
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.988622|50|1.0|,0.1839
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.988622|50|1.0|,0.1839
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.988622|50|1.0|,0.1839
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.988622|50|1.0|,0.1839
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.94437421|50|1.0|,0.2388
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.94437421|50|1.0|,0.2388
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.94437421|50|1.0|,0.2388
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.94437421|50|1.0|,0.2388
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.94437421|50|1.0|,0.2388
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.94437421|50|1.0|,0.2388
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.77496839|50|1.0|,0.3586
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.77496839|50|1.0|,0.3586
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.77496839|50|1.0|,0.3586
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.77496839|50|1.0|,0.3586
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.77496839|50|1.0|,0.3586
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.77496839|50|1.0|,0.3586
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.92667509|50|1.0|,0.2495
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.92667509|50|1.0|,0.2495
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.92667509|50|1.0|,0.2495
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.92667509|50|1.0|,0.2495
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.92667509|50|1.0|,0.2495
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.92667509|50|1.0|,0.2495
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.84197219|50|1.0|,0.3445
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.84197219|50|1.0|,0.3445
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.84197219|50|1.0|,0.3445
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.84197219|50|1.0|,0.3445
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.84197219|50|1.0|,0.3445
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.84197219|50|1.0|,0.3445
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.6182048|50|1.0|,0.3887
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.6182048|50|1.0|,0.3887
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.6182048|50|1.0|,0.3887
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.6182048|50|1.0|,0.3887
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.6182048|50|1.0|,0.3887
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.6182048|50|1.0|,0.3887
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.98230088|40|1.0|,0.0534
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.98230088|40|1.0|,0.0534
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.98230088|40|1.0|,0.0534
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.98230088|40|1.0|,0.0534
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.98230088|40|1.0|,0.0534
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.98230088|40|1.0|,0.0534
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.96965866|40|1.0|,0.1062
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.96965866|40|1.0|,0.1062
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.96965866|40|1.0|,0.1062
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.96965866|40|1.0|,0.1062
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.96965866|40|1.0|,0.1062
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.96965866|40|1.0|,0.1062
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.95828066|40|1.0|,0.1269
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.95828066|40|1.0|,0.1269
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.95828066|40|1.0|,0.1269
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.95828066|40|1.0|,0.1269
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.95828066|40|1.0|,0.1269
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.95828066|40|1.0|,0.1269
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.70543616|40|1.0|,0.2074
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.70543616|40|1.0|,0.2074
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.70543616|40|1.0|,0.2074
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.70543616|40|1.0|,0.2074
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.70543616|40|1.0|,0.2074
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.70543616|40|1.0|,0.2074
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.93426043|40|1.0|,0.2044
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.93426043|40|1.0|,0.2044
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.93426043|40|1.0|,0.2044
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.93426043|40|1.0|,0.2044
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.93426043|40|1.0|,0.2044
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.93426043|40|1.0|,0.2044
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.94690265|40|1.0|,0.1851
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.94690265|40|1.0|,0.1851
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.94690265|40|1.0|,0.1851
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.94690265|40|1.0|,0.1851
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.94690265|40|1.0|,0.1851
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.94690265|40|1.0|,0.1851
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.82300885|40|1.0|,0.2181
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.82300885|40|1.0|,0.2181
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.82300885|40|1.0|,0.2181
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.82300885|40|1.0|,0.2181
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.82300885|40|1.0|,0.2181
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.82300885|40|1.0|,0.2181
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.89254109|40|1.0|,0.1923
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.89254109|40|1.0|,0.1923
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.89254109|40|1.0|,0.1923
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.89254109|40|1.0|,0.1923
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.89254109|40|1.0|,0.1923
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.89254109|40|1.0|,0.1923
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.58912769|40|1.0|,0.3054
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.58912769|40|1.0|,0.3054
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.58912769|40|1.0|,0.3054
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.58912769|40|1.0|,0.3054
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.58912769|40|1.0|,0.3054
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.58912769|40|1.0|,0.3054
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.95069532|29|1.0|,0.063
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.95069532|29|1.0|,0.063
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.95069532|29|1.0|,0.063
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.95069532|29|1.0|,0.063
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.95069532|29|1.0|,0.063
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.95069532|29|1.0|,0.063
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.91782554|29|1.0|,0.1172
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.91782554|29|1.0|,0.1172
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.91782554|29|1.0|,0.1172
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.91782554|29|1.0|,0.1172
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.91782554|29|1.0|,0.1172
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.91782554|29|1.0|,0.1172
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.85208597|29|1.0|,0.1167
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.85208597|29|1.0|,0.1167
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.85208597|29|1.0|,0.1167
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.85208597|29|1.0|,0.1167
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.85208597|29|1.0|,0.1167
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.85208597|29|1.0|,0.1167
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.8091024|29|1.0|,0.1317
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.8091024|29|1.0|,0.1317
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.8091024|29|1.0|,0.1317
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.8091024|29|1.0|,0.1317
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.8091024|29|1.0|,0.1317
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.8091024|29|1.0|,0.1317
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|40|3.0|,2.0
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|3.5|n-butanol|23.1|99.0|40|3.0|,2.0
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|3.5|n-butanol|23.1|99.0|40|3.0|,2.0
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|3.5|n-butanol|23.1|99.0|40|3.0|,2.0
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|40|3.0|,2.0
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|40|3.0|,2.0
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
C[Si]C.O.CCCCO|108.08219|20.0|n-butanol|23.1|99.0|40|2.1|,0.775895765
O.C[Si]C.CCCCO|108.08219|20.0|n-butanol|23.1|99.0|40|2.1|,0.775895765
