"PS_manual_aug_str,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar",J_Total_flux_kg_m_2h_1
C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|82.3|28.0|ipa|23.5|15.0|100|5.0|,0.0699
c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|28.0|ipa|23.5|15.0|100|5.0|,0.0699
O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.CC(C)O|82.3|28.0|ipa|23.5|15.0|100|5.0|,0.0699
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|28.0|ipa|23.5|15.0|100|5.0|,0.0699
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.CC(C)O|82.3|28.0|ipa|23.5|15.0|100|5.0|,0.0699
Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.CC(C)O|82.3|10.0|ipa|23.5|15.0|60|5.0|,0.0631
c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.CC(C)O|82.3|10.0|ipa|23.5|15.0|60|5.0|,0.0631
C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|82.3|10.0|ipa|23.5|15.0|60|5.0|,0.0631
c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|10.0|ipa|23.5|15.0|60|5.0|,0.0631
O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.CC(C)O|82.3|10.0|ipa|23.5|15.0|60|5.0|,0.0631
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|10.0|ipa|23.5|15.0|60|5.0|,0.0631
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.CC(C)O|82.3|10.0|ipa|23.5|15.0|60|5.0|,0.0631
Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.CC(C)O|82.3|10.0|ipa|23.5|15.0|80|5.0|,0.1159
c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.CC(C)O|82.3|10.0|ipa|23.5|15.0|80|5.0|,0.1159
C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|82.3|10.0|ipa|23.5|15.0|80|5.0|,0.1159
c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|10.0|ipa|23.5|15.0|80|5.0|,0.1159
O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.CC(C)O|82.3|10.0|ipa|23.5|15.0|80|5.0|,0.1159
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|10.0|ipa|23.5|15.0|80|5.0|,0.1159
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.CC(C)O|82.3|10.0|ipa|23.5|15.0|80|5.0|,0.1159
Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.CC(C)O|82.3|10.0|ipa|23.5|15.0|100|5.0|,0.2182
c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.CC(C)O|82.3|10.0|ipa|23.5|15.0|100|5.0|,0.2182
C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|82.3|10.0|ipa|23.5|15.0|100|5.0|,0.2182
c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|10.0|ipa|23.5|15.0|100|5.0|,0.2182
O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.CC(C)O|82.3|10.0|ipa|23.5|15.0|100|5.0|,0.2182
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|10.0|ipa|23.5|15.0|100|5.0|,0.2182
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.CC(C)O|82.3|10.0|ipa|23.5|15.0|100|5.0|,0.2182
Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|60|1.0|,0.0496
c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.CC(C)O|82.3|20.5|ipa|23.5|15.0|60|1.0|,0.0496
C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|60|1.0|,0.0496
c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|20.5|ipa|23.5|15.0|60|1.0|,0.0496
O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.CC(C)O|82.3|20.5|ipa|23.5|15.0|60|1.0|,0.0496
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|20.5|ipa|23.5|15.0|60|1.0|,0.0496
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|60|1.0|,0.0496
Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|70|1.0|,0.0695
c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.CC(C)O|82.3|20.5|ipa|23.5|15.0|70|1.0|,0.0695
C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|70|1.0|,0.0695
c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|20.5|ipa|23.5|15.0|70|1.0|,0.0695
O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.CC(C)O|82.3|20.5|ipa|23.5|15.0|70|1.0|,0.0695
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|20.5|ipa|23.5|15.0|70|1.0|,0.0695
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|70|1.0|,0.0695
Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|80|1.0|,0.1072
c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.CC(C)O|82.3|20.5|ipa|23.5|15.0|80|1.0|,0.1072
C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|80|1.0|,0.1072
c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|20.5|ipa|23.5|15.0|80|1.0|,0.1072
O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.CC(C)O|82.3|20.5|ipa|23.5|15.0|80|1.0|,0.1072
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|20.5|ipa|23.5|15.0|80|1.0|,0.1072
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|80|1.0|,0.1072
Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|90|1.0|,0.1728
c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.CC(C)O|82.3|20.5|ipa|23.5|15.0|90|1.0|,0.1728
C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|90|1.0|,0.1728
c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|20.5|ipa|23.5|15.0|90|1.0|,0.1728
O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.CC(C)O|82.3|20.5|ipa|23.5|15.0|90|1.0|,0.1728
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|20.5|ipa|23.5|15.0|90|1.0|,0.1728
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.CC(C)O|82.3|20.5|ipa|23.5|15.0|90|1.0|,0.1728
C.CO.CC(C)O|74.0|22.0|ipa|23.5|10.0|25|1.3|,0.0293
CO.C.CC(C)O|74.0|22.0|ipa|23.5|10.0|25|1.3|,0.0293
C.CO.CC(C)O|74.0|22.0|ipa|23.5|5.0|25|1.3|,0.0299
CO.C.CC(C)O|74.0|22.0|ipa|23.5|5.0|25|1.3|,0.0299
C.CO.CC(C)O|74.0|22.0|ipa|23.5|15.0|25|1.3|,0.0304
CO.C.CC(C)O|74.0|22.0|ipa|23.5|15.0|25|1.3|,0.0304
C.CO.CC(C)O|74.0|22.0|ipa|23.5|25.0|25|1.3|,0.0967
CO.C.CC(C)O|74.0|22.0|ipa|23.5|25.0|25|1.3|,0.0967
C.CO.CC(C)O|74.0|22.0|ipa|23.5|25.0|75|1.3|,0.495
CO.C.CC(C)O|74.0|22.0|ipa|23.5|25.0|75|1.3|,0.495
C.CO.CC(C)O|74.0|22.0|ipa|23.5|15.0|75|1.3|,2.1782
CO.C.CC(C)O|74.0|22.0|ipa|23.5|15.0|75|1.3|,2.1782
C.CO.CC(C)O|74.0|22.0|ipa|23.5|10.0|75|1.3|,3.4653
CO.C.CC(C)O|74.0|22.0|ipa|23.5|10.0|75|1.3|,3.4653
C.CO.CC(C)O|74.0|22.0|ipa|23.5|5.0|75|1.3|,7.8713
CO.C.CC(C)O|74.0|22.0|ipa|23.5|5.0|75|1.3|,7.8713
C.CO.CC(C)O|74.0|10.0|ipa|23.5|10.0|30|0.06|,0.123
CO.C.CC(C)O|74.0|10.0|ipa|23.5|10.0|30|0.06|,0.123
C.CO.CC(C)O|74.0|10.0|ipa|23.5|12.5|30|0.06|,0.138
CO.C.CC(C)O|74.0|10.0|ipa|23.5|12.5|30|0.06|,0.138
C.CO.CC(C)O|74.0|10.0|ipa|23.5|20.0|30|0.06|,0.163
CO.C.CC(C)O|74.0|10.0|ipa|23.5|20.0|30|0.06|,0.163
C.CO.CC(C)O|74.0|22.0|ipa|23.5|10.0|40|3.0|,0.0311
CO.C.CC(C)O|74.0|22.0|ipa|23.5|10.0|40|3.0|,0.0311
C.CO.CCO|74.0|22.0|ethanol|26.5|8.0|50|3.0|,0.0328
CO.C.CCO|74.0|22.0|ethanol|26.5|8.0|50|3.0|,0.0328
C.CO.CCO|74.0|22.0|ethanol|26.5|10.0|40|3.0|,0.0355
CO.C.CCO|74.0|22.0|ethanol|26.5|10.0|40|3.0|,0.0355
C.CO.CCO|74.0|22.0|ethanol|26.5|15.0|40|3.0|,0.0376
CO.C.CCO|74.0|22.0|ethanol|26.5|15.0|40|3.0|,0.0376
C.CO.CCO|74.0|22.0|ethanol|26.5|10.0|40|3.0|,0.044
CO.C.CCO|74.0|22.0|ethanol|26.5|10.0|40|3.0|,0.044
C.CO.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0484
CO.C.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0484
C.CO.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0487
CO.C.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0487
C.CO.CCO|74.0|22.0|ethanol|26.5|12.5|33|3.0|,0.0489
CO.C.CCO|74.0|22.0|ethanol|26.5|12.5|33|3.0|,0.0489
C.CO.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.052
CO.C.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.052
C.CO.CCO|74.0|22.0|ethanol|26.5|10.0|60|3.0|,0.0522
CO.C.CCO|74.0|22.0|ethanol|26.5|10.0|60|3.0|,0.0522
C.CO.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0528
CO.C.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0528
C.CO.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0535
CO.C.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0535
C.CO.CC(C)O|74.0|22.0|ipa|23.5|12.5|33|3.0|,0.0538
CO.C.CC(C)O|74.0|22.0|ipa|23.5|12.5|33|3.0|,0.0538
C.CO.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0546
CO.C.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0546
C.CO.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0548
CO.C.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0548
C.CO.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.055
CO.C.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.055
C.CO.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0559
CO.C.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0559
C.CO.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0571
CO.C.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0571
C.CO.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0571
CO.C.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0571
C.CO.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.058
CO.C.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.058
C.CO.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0587
CO.C.CC(C)O|74.0|22.0|ipa|23.5|12.5|50|3.0|,0.0587
C.CO.CC(C)O|74.0|22.0|ipa|23.5|15.0|40|3.0|,0.0602
CO.C.CC(C)O|74.0|22.0|ipa|23.5|15.0|40|3.0|,0.0602
C.CO.CCO|74.0|22.0|ethanol|26.5|15.0|40|3.0|,0.0619
CO.C.CCO|74.0|22.0|ethanol|26.5|15.0|40|3.0|,0.0619
C.CO.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0621
CO.C.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0621
C.CO.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0658
CO.C.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0658
C.CO.CC(C)O|74.0|22.0|ipa|23.5|10.0|60|3.0|,0.0683
CO.C.CC(C)O|74.0|22.0|ipa|23.5|10.0|60|3.0|,0.0683
C.CO.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0688
CO.C.CCO|74.0|22.0|ethanol|26.5|12.5|50|3.0|,0.0688
C.CO.CC(C)O|74.0|22.0|ipa|23.5|15.0|40|3.0|,0.0711
CO.C.CC(C)O|74.0|22.0|ipa|23.5|15.0|40|3.0|,0.0711
C.CO.CCO|74.0|22.0|ethanol|26.5|17.0|50|3.0|,0.0846
CO.C.CCO|74.0|22.0|ethanol|26.5|17.0|50|3.0|,0.0846
C.CO.CC(C)O|74.0|22.0|ipa|23.5|15.0|60|3.0|,0.0916
CO.C.CC(C)O|74.0|22.0|ipa|23.5|15.0|60|3.0|,0.0916
C.CO.CCO|74.0|22.0|ethanol|26.5|12.5|67|3.0|,0.1012
CO.C.CCO|74.0|22.0|ethanol|26.5|12.5|67|3.0|,0.1012
C.CO.CCO|74.0|22.0|ethanol|26.5|15.0|60|3.0|,0.1084
CO.C.CCO|74.0|22.0|ethanol|26.5|15.0|60|3.0|,0.1084
C.CO.CCO|74.0|22.0|ethanol|26.5|15.0|60|3.0|,0.11
CO.C.CCO|74.0|22.0|ethanol|26.5|15.0|60|3.0|,0.11
C.CO.CC(C)O|74.0|22.0|ipa|23.5|12.5|67|3.0|,0.1139
CO.C.CC(C)O|74.0|22.0|ipa|23.5|12.5|67|3.0|,0.1139
C.CO.CC(C)O|74.0|25.0|ipa|23.5|10.0|30|2.0|,0.1505
CO.C.CC(C)O|74.0|25.0|ipa|23.5|10.0|30|2.0|,0.1505
C.CO.CC(C)O|74.0|50.0|ipa|23.5|10.0|30|6.7|,0.1324
CO.C.CC(C)O|74.0|50.0|ipa|23.5|10.0|30|6.7|,0.1324
C.CO.CC(C)O|74.0|50.0|ipa|23.5|10.0|40|0.06|,0.1556
CO.C.CC(C)O|74.0|50.0|ipa|23.5|10.0|40|0.06|,0.1556
C.CO.CC(C)O|74.0|50.0|ipa|23.5|10.0|50|0.06|,0.1886
CO.C.CC(C)O|74.0|50.0|ipa|23.5|10.0|50|0.06|,0.1886
C.CO.CC(C)O|74.0|50.0|ipa|23.5|10.0|60|0.06|,0.2
CO.C.CC(C)O|74.0|50.0|ipa|23.5|10.0|60|0.06|,0.2
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|45.0|ipa|23.5|5.0|60|3.0|,0.127
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|45.0|ipa|23.5|5.0|60|3.0|,0.127
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CCO|55.1|45.0|ethanol|26.5|5.0|60|3.0|,0.1438
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CCO|55.1|45.0|ethanol|26.5|5.0|60|3.0|,0.1438
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|45.0|ethanol|26.5|5.0|60|3.0|,0.2195
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|45.0|ipa|23.5|5.0|60|3.0|,0.2328
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CCO|55.1|45.0|ethanol|26.5|10.0|60|3.0|,0.2876
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CCO|55.1|45.0|ethanol|26.5|10.0|60|3.0|,0.2876
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|45.0|ipa|23.5|10.0|60|3.0|,0.2963
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|45.0|ipa|23.5|10.0|60|3.0|,0.2963
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|45.0|ethanol|26.5|10.0|60|3.0|,0.3103
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|45.0|ethanol|26.5|20.0|60|3.0|,0.5297
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CCO|55.1|45.0|ethanol|26.5|20.0|60|3.0|,0.6962
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CCO|55.1|45.0|ethanol|26.5|20.0|60|3.0|,0.6962
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|45.0|ipa|23.5|20.0|60|3.0|,0.8889
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|45.0|ipa|23.5|20.0|60|3.0|,0.8889
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|45.0|ethanol|26.5|30.0|60|3.0|,1.0065
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CCO|55.1|45.0|ethanol|26.5|30.0|60|3.0|,1.2486
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CCO|55.1|45.0|ethanol|26.5|30.0|60|3.0|,1.2486
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|45.0|ipa|23.5|30.0|60|3.0|,1.7778
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|45.0|ipa|23.5|30.0|60|3.0|,1.7778
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|45.0|ipa|23.5|20.0|60|3.0|,2.0317
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|45.0|ipa|23.5|30.0|60|3.0|,3.619
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|40.0|ipa|23.5|5.0|30|1.33|,0.0506
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|40.0|ipa|23.5|10.0|30|1.33|,0.0677
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|40.0|ipa|23.5|10.0|40|1.33|,0.0753
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|40.0|ipa|23.5|15.0|30|1.33|,0.0998
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|40.0|ipa|23.5|20.0|30|1.33|,0.0999
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|40.0|ipa|23.5|25.0|30|1.33|,0.1
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|40.0|ipa|23.5|10.0|50|1.33|,0.157
O=C(O)C1OCC(O)C(O)C1O.CC(=O)O|37.37|30.0|acetic_acid|21.4|20.0|30|13.3|,0.069
O=C(O)C1OCC(O)C(O)C1O.CC(=O)O|37.37|30.0|acetic_acid|21.4|30.0|30|13.3|,0.258
O=C(O)C1OCC(O)C(O)C1O.CC(=O)O|37.37|30.0|acetic_acid|21.4|50.0|30|13.3|,0.477
O=C(O)C1OCC(O)C(O)C1O.CC(=O)O|37.37|30.0|acetic_acid|21.4|40.0|30|13.3|,0.485
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|10.0|ethanol|26.5|5.0|30|13.3|,0.028
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|10.0|ethanol|26.5|4.0|40|13.3|,0.036
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|10.0|ethanol|26.5|15.0|30|13.3|,0.053
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|10.0|ethanol|26.5|4.0|50|13.3|,0.098
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|10.0|ethanol|26.5|4.0|60|13.3|,0.121
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|10.0|ipa|23.5|15.0|30|13.3|,0.167
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|10.0|ipa|23.5|12.6|40|13.3|,0.183
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|10.0|ipa|23.5|12.6|50|13.3|,0.204
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|10.0|ipa|23.5|20.0|30|13.3|,0.232
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|10.0|ipa|23.5|12.6|60|13.3|,0.287
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|10.0|ipa|23.5|12.6|70|13.3|,0.332
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|50.0|ipa|23.5|12.6|30|13.3|,0.068
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|50.0|ipa|23.5|20.0|30|13.3|,0.075
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|50.0|ipa|23.5|12.6|50|13.3|,0.08
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|50.0|ipa|23.5|12.6|60|13.3|,0.084
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|50.0|ipa|23.5|12.6|70|13.3|,0.087
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|50.0|ipa|23.5|30.0|30|13.3|,0.087
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|50.0|ipa|23.5|40.0|30|13.3|,0.127
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|62.5|ethanol|26.5|10.0|30|13.3|,0.027
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|62.5|ethanol|26.5|20.0|30|13.3|,0.04
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|62.5|ethanol|26.5|30.0|30|13.3|,0.042
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|62.5|ipa|23.5|10.0|30|13.3|,0.067
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|62.5|ipa|23.5|20.0|30|13.3|,0.122
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|62.5|ipa|23.5|30.0|30|13.3|,0.143
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|50.0|ipa|23.5|10.0|30|13.3|,0.0679
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|50.0|ipa|23.5|20.0|30|13.3|,0.1242
