"PS_manual_aug_str,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar",J_Total_flux_kg_m_2h_1
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|30|3.0|,1.028571429
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|30|3.0|,1.028571429
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.778
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.778
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.805211726
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.805211726
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.946
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.946
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|99.5|40|2.1|,1.064655172
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|99.5|40|2.1|,1.064655172
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.258358663
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.258358663
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.284482759
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.284482759
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|98.0|40|2.1|,1.620689655
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|98.0|40|2.1|,1.620689655
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|50|2.1|,1.957446809
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|50|2.1|,1.957446809
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|97.0|40|2.1|,1.989224138
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|97.0|40|2.1|,1.989224138
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|60|2.1|,2.671732523
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|60|2.1|,2.671732523
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|70|2.1|,3.6443769
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|99.0|70|2.1|,3.6443769
C[Si]C.O.CCCCO|108.08219|6.0|n-butanol|23.1|99.0|40|2.1|,0.927361564
O.C[Si]C.CCCCO|108.08219|6.0|n-butanol|23.1|99.0|40|2.1|,0.927361564
C[Si]C.O.CCCCO|108.08219|4.0|n-butanol|23.1|99.0|40|2.1|,1.240065147
O.C[Si]C.CCCCO|108.08219|4.0|n-butanol|23.1|99.0|40|2.1|,1.240065147
C[Si]C.O.CCCCO|108.08219|2.0|n-butanol|23.1|99.0|40|2.1|,1.880130293
O.C[Si]C.CCCCO|108.08219|2.0|n-butanol|23.1|99.0|40|2.1|,1.880130293
C[Si]C.O.CCCCO|108.08219|10.0|n-butanol|23.1|98.5|55|2.0|,0.8
O.C[Si]C.CCCCO|108.08219|10.0|n-butanol|23.1|98.5|55|2.0|,0.8
C[Si]C.O.CCCCO|108.08219|25.01414528|n-butanol|23.1|99.0|40|4.0|,0.221771424
O.C[Si]C.CCCCO|108.08219|25.01414528|n-butanol|23.1|99.0|40|4.0|,0.221771424
C[Si]C.O.CCCCO|108.08219|15.02445855|n-butanol|23.1|99.0|40|4.0|,0.382658555
O.C[Si]C.CCCCO|108.08219|15.02445855|n-butanol|23.1|99.0|40|4.0|,0.382658555
C[Si]C.O.CCCCO|108.08219|11.0661469|n-butanol|23.1|99.0|40|4.0|,0.632996811
O.C[Si]C.CCCCO|108.08219|11.0661469|n-butanol|23.1|99.0|40|4.0|,0.632996811
C[Si]C.O.CCCCO|108.08219|5.551854971|n-butanol|23.1|99.0|40|4.0|,0.610042672
O.C[Si]C.CCCCO|108.08219|5.551854971|n-butanol|23.1|99.0|40|4.0|,0.610042672
C[Si]C.O.CCCCO|108.08219|4.405094191|n-butanol|23.1|99.69|40|4.0|,0.644444444
O.C[Si]C.CCCCO|108.08219|4.405094191|n-butanol|23.1|99.69|40|4.0|,0.644444444
C[Si]C.O.CCCCO|108.08219|4.405094191|n-butanol|23.1|99.0|30|4.0|,0.7073
O.C[Si]C.CCCCO|108.08219|4.405094191|n-butanol|23.1|99.0|30|4.0|,0.7073
C[Si]C.O.CCCCO|108.08219|4.405094191|n-butanol|23.1|99.08|40|4.0|,0.744444444
O.C[Si]C.CCCCO|108.08219|4.405094191|n-butanol|23.1|99.08|40|4.0|,0.744444444
C[Si]C.O.CCCCO|108.08219|4.405094191|n-butanol|23.1|99.0|40|4.0|,0.769430052
O.C[Si]C.CCCCO|108.08219|4.405094191|n-butanol|23.1|99.0|40|4.0|,0.769430052
C[Si]C.O.CCCCO|108.08219|4.405094191|n-butanol|23.1|98.49333333|40|4.0|,0.877777778
O.C[Si]C.CCCCO|108.08219|4.405094191|n-butanol|23.1|98.49333333|40|4.0|,0.877777778
C[Si]C.O.CCCCO|108.08219|4.405094191|n-butanol|23.1|97.88|40|4.0|,0.977777778
O.C[Si]C.CCCCO|108.08219|4.405094191|n-butanol|23.1|97.88|40|4.0|,0.977777778
C[Si]C.O.CCCCO|108.08219|4.405094191|n-butanol|23.1|97.28|40|4.0|,1.138888889
O.C[Si]C.CCCCO|108.08219|4.405094191|n-butanol|23.1|97.28|40|4.0|,1.138888889
C[Si]C.O.CCCCO|108.08219|4.405094191|n-butanol|23.1|99.0|70|4.0|,2.20984456
O.C[Si]C.CCCCO|108.08219|4.405094191|n-butanol|23.1|99.0|70|4.0|,2.20984456
C[Si]C.O.CCCCO|110.0|13.3|n-butanol|23.1|99.0|40|1.0|,0.282
O.C[Si]C.CCCCO|110.0|13.3|n-butanol|23.1|99.0|40|1.0|,0.282
C[Si]C.O.CCCCO|108.2|11.5|n-butanol|23.1|98.5|55|0.6|,0.6926829
O.C[Si]C.CCCCO|108.2|11.5|n-butanol|23.1|98.5|55|0.6|,0.6926829
C.CO.CO|74.0|3.0|methanol|29.6|15.0|50|3.0|,0.270805067
CO.C.CO|74.0|3.0|methanol|29.6|15.0|50|3.0|,0.270805067
C.CO.CO|74.0|3.0|methanol|29.6|15.0|60|3.0|,0.270805067
CO.C.CO|74.0|3.0|methanol|29.6|15.0|60|3.0|,0.270805067
C.CO.CO|74.0|3.0|methanol|29.6|1.0|50|3.0|,0.271142921
CO.C.CO|74.0|3.0|methanol|29.6|1.0|50|3.0|,0.271142921
C.CO.CO|74.0|3.0|methanol|29.6|10.0|50|3.0|,0.285797323
CO.C.CO|74.0|3.0|methanol|29.6|10.0|50|3.0|,0.285797323
C.CO.CO|74.0|3.0|methanol|29.6|3.0|50|3.0|,0.290745611
CO.C.CO|74.0|3.0|methanol|29.6|3.0|50|3.0|,0.290745611
C.CO.CO|74.0|3.0|methanol|29.6|5.0|50|3.0|,0.300587959
CO.C.CO|74.0|3.0|methanol|29.6|5.0|50|3.0|,0.300587959
C.CO.CO|74.0|3.0|methanol|29.6|20.0|50|3.0|,0.330898221
CO.C.CO|74.0|3.0|methanol|29.6|20.0|50|3.0|,0.330898221
C.CO.CO|74.0|3.0|methanol|29.6|20.0|60|3.0|,0.332481466
CO.C.CO|74.0|3.0|methanol|29.6|20.0|60|3.0|,0.332481466
C.CO.CO|74.0|3.0|methanol|29.6|20.0|70|3.0|,0.332481466
CO.C.CO|74.0|3.0|methanol|29.6|20.0|70|3.0|,0.332481466
C.CO.CO|74.0|3.0|methanol|29.6|1.0|60|3.0|,0.419519863
CO.C.CO|74.0|3.0|methanol|29.6|1.0|60|3.0|,0.419519863
C.CO.CO|74.0|3.0|methanol|29.6|10.0|60|3.0|,0.432726751
CO.C.CO|74.0|3.0|methanol|29.6|10.0|60|3.0|,0.432726751
C.CO.CO|74.0|3.0|methanol|29.6|3.0|60|3.0|,0.43333507
CO.C.CO|74.0|3.0|methanol|29.6|3.0|60|3.0|,0.43333507
C.CO.CO|74.0|3.0|methanol|29.6|5.0|60|3.0|,0.475679607
CO.C.CO|74.0|3.0|methanol|29.6|5.0|60|3.0|,0.475679607
C.CO.CO|74.0|3.0|methanol|29.6|15.0|70|3.0|,0.487656633
CO.C.CO|74.0|3.0|methanol|29.6|15.0|70|3.0|,0.487656633
C.CO.CO|74.0|3.0|methanol|29.6|3.0|70|3.0|,0.5798413
CO.C.CO|74.0|3.0|methanol|29.6|3.0|70|3.0|,0.5798413
C.CO.CO|74.0|3.0|methanol|29.6|1.0|70|3.0|,0.580966706
CO.C.CO|74.0|3.0|methanol|29.6|1.0|70|3.0|,0.580966706
C.CO.CO|74.0|3.0|methanol|29.6|5.0|70|3.0|,0.615752926
CO.C.CO|74.0|3.0|methanol|29.6|5.0|70|3.0|,0.615752926
C.CO.CO|74.0|3.0|methanol|29.6|10.0|70|3.0|,0.663587992
CO.C.CO|74.0|3.0|methanol|29.6|10.0|70|3.0|,0.663587992
C[Si]C.O.CC(C)O|108.08219|25.0|ipa|23.5|99.0|30|1.0|,0.212258065
O.C[Si]C.CC(C)O|108.08219|25.0|ipa|23.5|99.0|30|1.0|,0.212258065
C[Si]C.O.CC(C)O|108.08219|25.0|ipa|23.5|96.0|30|1.0|,0.30375
O.C[Si]C.CC(C)O|108.08219|25.0|ipa|23.5|96.0|30|1.0|,0.30375
C[Si]C.O.CC(C)O|108.08219|25.0|ipa|23.5|96.0|30|1.0|,0.307096774
O.C[Si]C.CC(C)O|108.08219|25.0|ipa|23.5|96.0|30|1.0|,0.307096774
C[Si]C.O.CC(C)O|108.08219|25.0|ipa|23.5|93.0|30|1.0|,0.429032258
O.C[Si]C.CC(C)O|108.08219|25.0|ipa|23.5|93.0|30|1.0|,0.429032258
C[Si]C.O.CC(C)O|108.08219|25.0|ipa|23.5|96.0|40|1.0|,0.46125
O.C[Si]C.CC(C)O|108.08219|25.0|ipa|23.5|96.0|40|1.0|,0.46125
C[Si]C.O.CC(C)O|108.08219|25.0|ipa|23.5|91.0|30|1.0|,0.609677419
O.C[Si]C.CC(C)O|108.08219|25.0|ipa|23.5|91.0|30|1.0|,0.609677419
C[Si]C.O.CC(C)O|108.08219|25.0|ipa|23.5|96.0|50|1.0|,0.63
O.C[Si]C.CC(C)O|108.08219|25.0|ipa|23.5|96.0|50|1.0|,0.63
C[Si]C.O.CO|108.08219|1.5|methanol|29.6|95.0|20|10.0|,0.441142857
O.C[Si]C.CO|108.08219|1.5|methanol|29.6|95.0|20|10.0|,0.441142857
C[Si]C.O.CCO|108.08219|1.5|ethanol|26.5|95.0|20|10.0|,0.441142857
O.C[Si]C.CCO|108.08219|1.5|ethanol|26.5|95.0|20|10.0|,0.441142857
O.C[Si]c1ccccc1.CO|121.2|1.5|methanol|29.6|95.0|20|10.0|,0.537142857
C[Si]c1ccccc1.O.CO|121.2|1.5|methanol|29.6|95.0|20|10.0|,0.537142857
O.C[Si]c1ccccc1.CCO|121.2|1.5|ethanol|26.5|95.0|20|10.0|,0.578285714
C[Si]c1ccccc1.O.CCO|121.2|1.5|ethanol|26.5|95.0|20|10.0|,0.578285714
C[Si]C.O.CO|108.08219|1.5|methanol|29.6|95.0|30|10.0|,0.660571429
O.C[Si]C.CO|108.08219|1.5|methanol|29.6|95.0|30|10.0|,0.660571429
C[Si]C.O.CCO|108.08219|1.5|ethanol|26.5|95.0|30|10.0|,0.660571429
O.C[Si]C.CCO|108.08219|1.5|ethanol|26.5|95.0|30|10.0|,0.660571429
O.C[Si]c1ccccc1.CO|121.2|1.5|methanol|29.6|95.0|30|10.0|,0.797714286
C[Si]c1ccccc1.O.CO|121.2|1.5|methanol|29.6|95.0|30|10.0|,0.797714286
O.C[Si]c1ccccc1.CCO|121.2|1.5|ethanol|26.5|95.0|30|10.0|,0.893714286
C[Si]c1ccccc1.O.CCO|121.2|1.5|ethanol|26.5|95.0|30|10.0|,0.893714286
C[Si]C.O.CO|108.08219|1.5|methanol|29.6|95.0|40|10.0|,1.140571429
O.C[Si]C.CO|108.08219|1.5|methanol|29.6|95.0|40|10.0|,1.140571429
C[Si]C.O.CCO|108.08219|1.5|ethanol|26.5|95.0|40|10.0|,1.140571429
O.C[Si]C.CCO|108.08219|1.5|ethanol|26.5|95.0|40|10.0|,1.140571429
C[Si]C.O.CO|108.08219|1.5|methanol|29.6|95.0|45|10.0|,1.346285714
O.C[Si]C.CO|108.08219|1.5|methanol|29.6|95.0|45|10.0|,1.346285714
C[Si]C.O.CCO|108.08219|1.5|ethanol|26.5|95.0|45|10.0|,1.387428571
O.C[Si]C.CCO|108.08219|1.5|ethanol|26.5|95.0|45|10.0|,1.387428571
O.C[Si]c1ccccc1.CCO|121.2|1.5|ethanol|26.5|95.0|40|10.0|,1.428571429
C[Si]c1ccccc1.O.CCO|121.2|1.5|ethanol|26.5|95.0|40|10.0|,1.428571429
O.C[Si]c1ccccc1.CCO|121.2|1.5|ethanol|26.5|95.0|45|10.0|,1.785142857
C[Si]c1ccccc1.O.CCO|121.2|1.5|ethanol|26.5|95.0|45|10.0|,1.785142857
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|99.7|30|9.0|,0.366492147
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|99.7|30|9.0|,0.366492147
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|99.0|30|9.0|,0.418848168
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|99.0|30|9.0|,0.418848168
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|99.0|35|9.0|,0.497382199
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|99.0|35|9.0|,0.497382199
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|97.0|30|9.0|,0.54973822
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|97.0|30|9.0|,0.54973822
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|99.7|35|9.0|,0.54973822
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|99.7|35|9.0|,0.54973822
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|99.7|40|9.0|,0.641361257
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|99.7|40|9.0|,0.641361257
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|97.0|35|9.0|,0.732984293
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|97.0|35|9.0|,0.732984293
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|99.7|45|9.0|,0.994764398
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|99.7|45|9.0|,0.994764398
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|97.0|45|9.0|,1.544502618
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|97.0|45|9.0|,1.544502618
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|97.0|50|9.0|,2.094240838
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|97.0|50|9.0|,2.094240838
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|99.7|30|9.0|,0.368421053
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|99.7|30|9.0|,0.368421053
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|99.0|30|9.0|,0.389473684
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|99.0|30|9.0|,0.389473684
C[Si]C.O.CO|108.08219|8.0|methanol|29.6|97.0|30|9.0|,0.547368421
O.C[Si]C.CO|108.08219|8.0|methanol|29.6|97.0|30|9.0|,0.547368421
C[Si]C.O.CCO|108.08219|8.0|ethanol|26.5|99.0|30|9.0|,0.6
O.C[Si]C.CCO|108.08219|8.0|ethanol|26.5|99.0|30|9.0|,0.6
C[Si]C.O.CCO|108.08219|8.0|ethanol|26.5|97.0|30|9.0|,0.905263158
O.C[Si]C.CCO|108.08219|8.0|ethanol|26.5|97.0|30|9.0|,0.905263158
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|9.0|25|2.5|,0.210280374
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|9.0|25|2.5|,0.210280374
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|16.1|25|2.5|,0.239719626
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|16.1|25|2.5|,0.239719626
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|5.0|35|2.5|,0.269158879
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|5.0|35|2.5|,0.269158879
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|1.9|35|2.5|,0.285981308
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|1.9|35|2.5|,0.285981308
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|9.0|35|2.5|,0.307009346
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|9.0|35|2.5|,0.307009346
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|16.1|35|2.5|,0.361682243
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|16.1|35|2.5|,0.361682243
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|26.8|25|2.5|,0.361682243
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|26.8|25|2.5|,0.361682243
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|5.0|45|2.5|,0.38271028
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|5.0|45|2.5|,0.38271028
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|1.9|45|2.5|,0.386915888
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|1.9|45|2.5|,0.386915888
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|9.0|45|2.5|,0.420560748
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|9.0|45|2.5|,0.420560748
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|16.1|45|2.5|,0.479439252
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|16.1|45|2.5|,0.479439252
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|1.9|55|2.5|,0.48364486
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|1.9|55|2.5|,0.48364486
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|26.8|35|2.5|,0.538317757
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|26.8|35|2.5|,0.538317757
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|9.0|55|2.5|,0.597196262
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|9.0|55|2.5|,0.597196262
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|16.1|55|2.5|,0.622429907
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|16.1|55|2.5|,0.622429907
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|26.8|45|2.5|,0.668691589
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|26.8|45|2.5|,0.668691589
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|26.8|55|2.5|,0.845327103
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|26.2|methanol|29.6|26.8|55|2.5|,0.845327103
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|28.4|methanol|29.6|5.45|45|2.5|,0.21752988
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|28.4|methanol|29.6|5.45|45|2.5|,0.21752988
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|28.4|methanol|29.6|10.31|45|2.5|,0.401593625
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|28.4|methanol|29.6|10.31|45|2.5|,0.401593625
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|28.4|methanol|29.6|1.99|45|2.5|,0.429482072
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|28.4|methanol|29.6|1.99|45|2.5|,0.429482072
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|28.4|methanol|29.6|1.2|45|2.5|,0.647011952
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|28.4|methanol|29.6|1.2|45|2.5|,0.647011952
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|28.4|methanol|29.6|21.21|45|2.5|,0.842231076
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CO|55.1|28.4|methanol|29.6|21.21|45|2.5|,0.842231076
C.CO.OCCO|74.0|22.0|ethylene_glycol|32.9|10.0|25|8.0|,0.0316
CO.C.OCCO|74.0|22.0|ethylene_glycol|32.9|10.0|25|8.0|,0.0316
C.CO.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|60|6.7|,0.294736842
CO.C.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|60|6.7|,0.294736842
C.CO.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|75|6.7|,1.046511628
CO.C.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|75|6.7|,1.046511628
C.CO.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|70|6.7|,1.093023256
CO.C.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|70|6.7|,1.093023256
C.CO.OCCO|74.0|10.0|ethylene_glycol|32.9|20.0|60|6.7|,1.186046512
CO.C.OCCO|74.0|10.0|ethylene_glycol|32.9|20.0|60|6.7|,1.186046512
C.CO.OCCO|74.0|10.0|ethylene_glycol|32.9|20.0|60|6.7|,1.221052632
CO.C.OCCO|74.0|10.0|ethylene_glycol|32.9|20.0|60|6.7|,1.221052632
C.CO.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|75|6.7|,1.263157895
CO.C.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|75|6.7|,1.263157895
C.CO.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|80|6.7|,1.372093023
CO.C.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|80|6.7|,1.372093023
C.CO.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|80|6.7|,1.389473684
CO.C.OCCO|74.0|10.0|ethylene_glycol|32.9|10.0|80|6.7|,1.389473684
C.CO.OCCO|74.0|10.0|ethylene_glycol|32.9|30.0|60|6.7|,2.273684211
CO.C.OCCO|74.0|10.0|ethylene_glycol|32.9|30.0|60|6.7|,2.273684211
