"Polymer_manual_aug_str,T_K,P_Mpa",exp_CO2_sol_g_g
C=O.C.CO.C.C.C.C.O.C=O.C.C|453.15|8.037|,0.04534
C.C=O.C.CO.C.C.C.C.O.C=O.C|453.15|8.037|,0.04534
C.C.C=O.C.CO.C.C.C.C.O.C=O|453.15|8.037|,0.04534
C=O.C.C.C=O.C.CO.C.C.C.C.O|453.15|8.037|,0.04534
O.C=O.C.C.C=O.C.CO.C.C.C.C|453.15|8.037|,0.04534
C.O.C=O.C.C.C=O.C.CO.C.C.C|453.15|8.037|,0.04534
C.C.O.C=O.C.C.C=O.C.CO.C.C|453.15|8.037|,0.04534
C.C.C.O.C=O.C.C.C=O.C.CO.C|453.15|8.037|,0.04534
C.C.C.C.O.C=O.C.C.C=O.C.CO|453.15|8.037|,0.04534
CO.C.C.C.C.O.C=O.C.C.C=O.C|453.15|8.57|,0.0484
C.CO.C.C.C.C.O.C=O.C.C.C=O|453.15|8.57|,0.0484
C=O.C.CO.C.C.C.C.O.C=O.C.C|453.15|8.57|,0.0484
C.C=O.C.CO.C.C.C.C.O.C=O.C|453.15|8.57|,0.0484
C.C.C=O.C.CO.C.C.C.C.O.C=O|453.15|8.57|,0.0484
C=O.C.C.C=O.C.CO.C.C.C.C.O|453.15|8.57|,0.0484
O.C=O.C.C.C=O.C.CO.C.C.C.C|453.15|8.57|,0.0484
C.O.C=O.C.C.C=O.C.CO.C.C.C|453.15|8.57|,0.0484
C.C.O.C=O.C.C.C=O.C.CO.C.C|453.15|8.57|,0.0484
C.C.C.O.C=O.C.C.C=O.C.CO.C|453.15|8.57|,0.0484
C.C.C.C.O.C=O.C.C.C=O.C.CO|453.15|8.57|,0.0484
CO.C.C.C.C.O.C=O.C.C.C=O.C|453.15|12.007|,0.0683
C.CO.C.C.C.C.O.C=O.C.C.C=O|453.15|12.007|,0.0683
C=O.C.CO.C.C.C.C.O.C=O.C.C|453.15|12.007|,0.0683
C.C=O.C.CO.C.C.C.C.O.C=O.C|453.15|12.007|,0.0683
C.C.C=O.C.CO.C.C.C.C.O.C=O|453.15|12.007|,0.0683
C=O.C.C.C=O.C.CO.C.C.C.C.O|453.15|12.007|,0.0683
O.C=O.C.C.C=O.C.CO.C.C.C.C|453.15|12.007|,0.0683
C.O.C=O.C.C.C=O.C.CO.C.C.C|453.15|12.007|,0.0683
C.C.O.C=O.C.C.C=O.C.CO.C.C|453.15|12.007|,0.0683
C.C.C.O.C=O.C.C.C=O.C.CO.C|453.15|12.007|,0.0683
C.C.C.C.O.C=O.C.C.C=O.C.CO|453.15|12.007|,0.0683
CO.C.C.C.C.O.C=O.C.C.C=O.C|453.15|12.592|,0.07153
C.CO.C.C.C.C.O.C=O.C.C.C=O|453.15|12.592|,0.07153
C=O.C.CO.C.C.C.C.O.C=O.C.C|453.15|12.592|,0.07153
C.C=O.C.CO.C.C.C.C.O.C=O.C|453.15|12.592|,0.07153
C.C.C=O.C.CO.C.C.C.C.O.C=O|453.15|12.592|,0.07153
C=O.C.C.C=O.C.CO.C.C.C.C.O|453.15|12.592|,0.07153
O.C=O.C.C.C=O.C.CO.C.C.C.C|453.15|12.592|,0.07153
C.O.C=O.C.C.C=O.C.CO.C.C.C|453.15|12.592|,0.07153
C.C.O.C=O.C.C.C=O.C.CO.C.C|453.15|12.592|,0.07153
C.C.C.O.C=O.C.C.C=O.C.CO.C|453.15|12.592|,0.07153
C.C.C.C.O.C=O.C.C.C=O.C.CO|453.15|12.592|,0.07153
CO.C.C.C.C.O.C=O.C.C.C=O.C|453.15|16.071|,0.09082
C.CO.C.C.C.C.O.C=O.C.C.C=O|453.15|16.071|,0.09082
C=O.C.CO.C.C.C.C.O.C=O.C.C|453.15|16.071|,0.09082
C.C=O.C.CO.C.C.C.C.O.C=O.C|453.15|16.071|,0.09082
C.C.C=O.C.CO.C.C.C.C.O.C=O|453.15|16.071|,0.09082
C=O.C.C.C=O.C.CO.C.C.C.C.O|453.15|16.071|,0.09082
O.C=O.C.C.C=O.C.CO.C.C.C.C|453.15|16.071|,0.09082
C.O.C=O.C.C.C=O.C.CO.C.C.C|453.15|16.071|,0.09082
C.C.O.C=O.C.C.C=O.C.CO.C.C|453.15|16.071|,0.09082
C.C.C.O.C=O.C.C.C=O.C.CO.C|453.15|16.071|,0.09082
C.C.C.C.O.C=O.C.C.C=O.C.CO|453.15|16.071|,0.09082
CO.C.C.C.C.O.C=O.C.C.C=O.C|453.15|16.574|,0.09367
C.CO.C.C.C.C.O.C=O.C.C.C=O|453.15|16.574|,0.09367
C=O.C.CO.C.C.C.C.O.C=O.C.C|453.15|16.574|,0.09367
C.C=O.C.CO.C.C.C.C.O.C=O.C|453.15|16.574|,0.09367
C.C.C=O.C.CO.C.C.C.C.O.C=O|453.15|16.574|,0.09367
C=O.C.C.C=O.C.CO.C.C.C.C.O|453.15|16.574|,0.09367
O.C=O.C.C.C=O.C.CO.C.C.C.C|453.15|16.574|,0.09367
C.O.C=O.C.C.C=O.C.CO.C.C.C|453.15|16.574|,0.09367
C.C.O.C=O.C.C.C=O.C.CO.C.C|453.15|16.574|,0.09367
C.C.C.O.C=O.C.C.C=O.C.CO.C|453.15|16.574|,0.09367
C.C.C.C.O.C=O.C.C.C=O.C.CO|453.15|16.574|,0.09367
CO.C.C.C.C.O.C=O.C.C.C=O.C|453.15|20.144|,0.1126
C.CO.C.C.C.C.O.C=O.C.C.C=O|453.15|20.144|,0.1126
C=O.C.CO.C.C.C.C.O.C=O.C.C|453.15|20.144|,0.1126
C.C=O.C.CO.C.C.C.C.O.C=O.C|453.15|20.144|,0.1126
C.C.C=O.C.CO.C.C.C.C.O.C=O|453.15|20.144|,0.1126
C=O.C.C.C=O.C.CO.C.C.C.C.O|453.15|20.144|,0.1126
O.C=O.C.C.C=O.C.CO.C.C.C.C|453.15|20.144|,0.1126
C.O.C=O.C.C.C=O.C.CO.C.C.C|453.15|20.144|,0.1126
C.C.O.C=O.C.C.C=O.C.CO.C.C|453.15|20.144|,0.1126
C.C.C.O.C=O.C.C.C=O.C.CO.C|453.15|20.144|,0.1126
C.C.C.C.O.C=O.C.C.C=O.C.CO|453.15|20.144|,0.1126
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|323.15|1.098|,0.01259
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|323.15|1.098|,0.01259
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|323.15|1.098|,0.01259
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|323.15|1.098|,0.01259
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|323.15|1.098|,0.01259
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|323.15|1.098|,0.01259
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|323.15|1.098|,0.01259
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|323.15|1.098|,0.01259
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|323.15|1.098|,0.01259
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|323.15|1.098|,0.01259
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|323.15|1.098|,0.01259
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|323.15|1.098|,0.01259
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|323.15|1.098|,0.01259
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|323.15|1.098|,0.01259
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|323.15|1.098|,0.01259
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|323.15|1.098|,0.01259
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|323.15|1.098|,0.01259
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|323.15|1.098|,0.01259
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|323.15|1.098|,0.01259
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|323.15|1.098|,0.01259
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|323.15|1.098|,0.01259
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|323.15|1.098|,0.01259
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|323.15|1.098|,0.01259
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|323.15|2.097|,0.02418
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|323.15|2.097|,0.02418
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|323.15|2.097|,0.02418
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|323.15|2.097|,0.02418
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|323.15|2.097|,0.02418
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|323.15|2.097|,0.02418
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|323.15|2.097|,0.02418
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|323.15|2.097|,0.02418
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|323.15|2.097|,0.02418
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|323.15|2.097|,0.02418
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|323.15|2.097|,0.02418
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|323.15|2.097|,0.02418
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|323.15|2.097|,0.02418
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|323.15|2.097|,0.02418
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|323.15|2.097|,0.02418
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|323.15|2.097|,0.02418
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|323.15|2.097|,0.02418
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|323.15|2.097|,0.02418
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|323.15|2.097|,0.02418
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|323.15|2.097|,0.02418
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|323.15|2.097|,0.02418
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|323.15|2.097|,0.02418
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|323.15|2.097|,0.02418
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|323.15|3.065|,0.03559
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|323.15|3.065|,0.03559
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|323.15|3.065|,0.03559
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|323.15|3.065|,0.03559
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|323.15|3.065|,0.03559
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|323.15|3.065|,0.03559
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|323.15|3.065|,0.03559
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|323.15|3.065|,0.03559
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|323.15|3.065|,0.03559
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|323.15|3.065|,0.03559
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|323.15|3.065|,0.03559
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|323.15|3.065|,0.03559
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|323.15|3.065|,0.03559
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|323.15|3.065|,0.03559
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|323.15|3.065|,0.03559
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|323.15|3.065|,0.03559
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|323.15|3.065|,0.03559
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|323.15|3.065|,0.03559
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|323.15|3.065|,0.03559
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|323.15|3.065|,0.03559
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|323.15|3.065|,0.03559
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|323.15|3.065|,0.03559
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|323.15|3.065|,0.03559
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|323.15|7.87|,0.1036
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|323.15|7.87|,0.1036
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|323.15|7.87|,0.1036
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|323.15|7.87|,0.1036
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|323.15|7.87|,0.1036
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|323.15|7.87|,0.1036
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|323.15|7.87|,0.1036
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|323.15|7.87|,0.1036
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|323.15|7.87|,0.1036
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|323.15|7.87|,0.1036
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|323.15|7.87|,0.1036
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|323.15|7.87|,0.1036
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|323.15|7.87|,0.1036
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|323.15|7.87|,0.1036
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|323.15|7.87|,0.1036
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|323.15|7.87|,0.1036
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|323.15|7.87|,0.1036
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|323.15|7.87|,0.1036
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|323.15|7.87|,0.1036
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|323.15|7.87|,0.1036
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|323.15|7.87|,0.1036
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|323.15|7.87|,0.1036
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|323.15|7.87|,0.1036
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|393.15|2.082|,0.01839
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|393.15|2.082|,0.01839
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|393.15|2.082|,0.01839
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|393.15|2.082|,0.01839
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|393.15|2.082|,0.01839
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|393.15|2.082|,0.01839
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|393.15|2.082|,0.01839
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|393.15|2.082|,0.01839
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|393.15|2.082|,0.01839
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|393.15|2.082|,0.01839
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|393.15|2.082|,0.01839
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|393.15|2.082|,0.01839
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|393.15|2.082|,0.01839
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|393.15|2.082|,0.01839
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|393.15|2.082|,0.01839
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|393.15|2.082|,0.01839
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|393.15|2.082|,0.01839
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|393.15|2.082|,0.01839
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|393.15|2.082|,0.01839
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|393.15|2.082|,0.01839
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|393.15|2.082|,0.01839
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|393.15|2.082|,0.01839
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|393.15|2.082|,0.01839
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|393.15|2.581|,0.02285
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|393.15|2.581|,0.02285
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|393.15|2.581|,0.02285
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|393.15|2.581|,0.02285
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|393.15|2.581|,0.02285
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|393.15|2.581|,0.02285
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|393.15|2.581|,0.02285
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|393.15|2.581|,0.02285
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|393.15|2.581|,0.02285
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|393.15|2.581|,0.02285
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|393.15|2.581|,0.02285
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|393.15|2.581|,0.02285
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|393.15|2.581|,0.02285
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|393.15|2.581|,0.02285
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|393.15|2.581|,0.02285
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|393.15|2.581|,0.02285
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|393.15|2.581|,0.02285
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|393.15|2.581|,0.02285
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|393.15|2.581|,0.02285
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|393.15|2.581|,0.02285
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|393.15|2.581|,0.02285
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|393.15|2.581|,0.02285
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|393.15|2.581|,0.02285
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|393.15|4.028|,0.03591
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|393.15|4.028|,0.03591
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|393.15|4.028|,0.03591
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|393.15|4.028|,0.03591
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|393.15|4.028|,0.03591
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|393.15|4.028|,0.03591
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|393.15|4.028|,0.03591
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|393.15|4.028|,0.03591
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|393.15|4.028|,0.03591
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|393.15|4.028|,0.03591
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|393.15|4.028|,0.03591
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|393.15|4.028|,0.03591
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|393.15|4.028|,0.03591
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|393.15|4.028|,0.03591
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|393.15|4.028|,0.03591
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|393.15|4.028|,0.03591
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|393.15|4.028|,0.03591
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|393.15|4.028|,0.03591
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|393.15|4.028|,0.03591
