folds,r,r2,mae,rmse
0,0.7026002507878791,0.4843185495222564,1.8082261514976943,2.4013289523058248
1,0.5045607944112479,0.15925078464723308,2.0471919810827726,2.6103914411400346
2,0.7420867024925087,0.5369428397347167,1.5514143498442314,1.9412422302646852
3,0.6183062735040016,0.36871157874222693,1.6886457714244634,2.300114479808458
4,0.656378045056371,0.42416507748115584,1.9933691570767904,2.5739294778879733
