"Augmented_SMILES,T_K,P_Mpa",exp_CO2_sol_g_g
C(OCCCCOC(CCCCC(OCCCCOC)=O)=O)(=O)CCC(=O)C|453.15|8.259|,0.04763
C(CC(C)=O)C(OCCCCOC(=O)CCCCC(=O)OCCCCOC)=O|453.15|8.259|,0.04763
COCCCCOC(=O)CCCCC(OCCCCOC(=O)CCC(=O)C)=O|453.15|8.259|,0.04763
C(COC(=O)CCCCC(OCCCCOC(CCC(C)=O)=O)=O)CCOC|453.15|8.259|,0.04763
C(C(=O)OCCCCOC(CCC(C)=O)=O)CCCC(=O)OCCCCOC|453.15|8.973|,0.0515
C(CCOC(CCC(=O)C)=O)COC(=O)CCCCC(OCCCCOC)=O|453.15|8.973|,0.0515
O=C(OCCCCOC)CCCCC(=O)OCCCCOC(=O)CCC(C)=O|453.15|8.973|,0.0515
COCCCCOC(CCCCC(OCCCCOC(CCC(C)=O)=O)=O)=O|453.15|8.973|,0.0515
C(OC(=O)CCC(=O)C)CCCOC(CCCCC(OCCCCOC)=O)=O|453.15|8.973|,0.0515
C(COC)CCOC(=O)CCCCC(OCCCCOC(=O)CCC(=O)C)=O|453.15|12.009|,0.0692
C(=O)(C)CCC(=O)OCCCCOC(CCCCC(=O)OCCCCOC)=O|453.15|12.009|,0.0692
O=C(OCCCCOC)CCCCC(=O)OCCCCOC(CCC(C)=O)=O|453.15|12.009|,0.0692
O=C(CCC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O)C|453.15|12.009|,0.0692
C(CC(C)=O)C(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O|453.15|12.009|,0.0692
C(C)CC|453.15|20.127|,0.1136
C(CC)C|453.15|20.127|,0.1136
C(C)CC|433.2|11.066|,0.0747
C(CC)C|433.2|11.066|,0.0747
C(CC)C|433.2|13.644|,0.0975
C(C)CC|433.2|13.644|,0.0975
C(C)CC|433.2|15.286|,0.1142
C(CC)C|433.2|15.286|,0.1142
C(CC)C|453.2|11.326|,0.0671
C(C)CC|453.2|11.326|,0.0671
C(CC)C|453.2|14.013|,0.089
C(C)CC|453.2|14.013|,0.089
C(C)CC|453.2|16.896|,0.1094
C(CC)C|453.2|16.896|,0.1094
C(C)CC|453.2|18.123|,0.1198
C(CC)C|453.2|18.123|,0.1198
C(C)CC|473.2|6.608|,0.0319
C(CC)C|473.2|6.608|,0.0319
C(C)CC|473.2|10.731|,0.0551
C(CC)C|473.2|10.731|,0.0551
C(C)CC|473.2|13.344|,0.0746
C(CC)C|473.2|13.344|,0.0746
C(C)CC|473.2|15.034|,0.0873
C(CC)C|473.2|15.034|,0.0873
O=C(CCC(C)=O)OCCCCOC|393.15|2.351|,0.02174
C(CCOC(CCC(=O)C)=O)COC|393.15|2.351|,0.02174
O=C(OCCCCOC)CCC(=O)C|393.15|2.351|,0.02174
C(COC(=O)CCC(C)=O)CCOC|393.15|2.351|,0.02174
COCCCCOC(=O)CCC(=O)C|393.15|2.351|,0.02174
C(CCCOC)OC(CCC(=O)C)=O|393.15|2.947|,0.02708
C(CCC(=O)C)(OCCCCOC)=O|393.15|2.947|,0.02708
C(=O)(C)CCC(=O)OCCCCOC|393.15|2.947|,0.02708
C(CCC(=O)OCCCCOC)(C)=O|393.15|2.947|,0.02708
C(CCOC(=O)CCC(C)=O)COC|393.15|2.947|,0.02708
C(=O)(C)CCC(OCCCCOC)=O|393.15|4.725|,0.04308
C(OCCCCOC)(CCC(=O)C)=O|393.15|4.725|,0.04308
C(COC)CCOC(CCC(C)=O)=O|393.15|4.725|,0.04308
COCCCCOC(=O)CCC(=O)C|393.15|4.725|,0.04308
C(CCCOC(CCC(C)=O)=O)OC|393.15|4.725|,0.04308
CC(=O)CCC(OCCCCOC)=O|393.15|6.06|,0.05521
C(CC(OCCCCOC)=O)C(=O)C|393.15|6.06|,0.05521
C(COC(=O)CCC(C)=O)CCOC|393.15|6.06|,0.05521
C(OCCCCOC)(=O)CCC(C)=O|393.15|6.06|,0.05521
O(C)CCCCOC(CCC(=O)C)=O|393.15|6.06|,0.05521
C(OC)CCCOC(=O)CCC(C)=O|393.15|6.599|,0.06014
C(CCOC)COC(CCC(=O)C)=O|393.15|6.599|,0.06014
C(COC(=O)CCC(=O)C)CCOC|393.15|6.599|,0.06014
O=C(CCC(=O)C)OCCCCOC|393.15|6.599|,0.06014
C(COC)CCOC(=O)CCC(C)=O|393.15|6.599|,0.06014
C(C)(=O)CCC(OCCCCOC)=O|393.15|16.035|,0.144
C(OC(CCC(=O)C)=O)CCCOC|393.15|16.035|,0.144
C(CC(C)=O)C(OCCCCOC)=O|393.15|16.035|,0.144
C(CC(C)=O)C(=O)OCCCCOC|393.15|16.035|,0.144
COCCCCOC(=O)CCC(=O)C|393.15|16.035|,0.144
C(CCCOC(=O)CCC(=O)C)OC|423.15|4.065|,0.02777
COCCCCOC(CCC(=O)C)=O|423.15|4.065|,0.02777
C(CCC(OCCCCOC)=O)(C)=O|423.15|4.065|,0.02777
C(CCOC(=O)CCC(=O)C)COC|423.15|4.065|,0.02777
COCCCCOC(=O)CCC(=O)C|423.15|4.065|,0.02777
COCCCCOC(CCC(C)=O)=O|453.15|4.132|,0.02315
C(CCC(C)=O)(OCCCCOC)=O|453.15|4.132|,0.02315
CC(CCC(OCCCCOC)=O)=O|453.15|4.132|,0.02315
CC(=O)CCC(OCCCCOC)=O|453.15|4.132|,0.02315
O=C(CCC(C)=O)OCCCCOC|453.15|4.132|,0.02315
O=C(C)CCC(OCCCCOC)=O|453.15|6.039|,0.03411
C(CCC(=O)OCCCCOC)(=O)C|453.15|6.039|,0.03411
C(=O)(C)CCC(OCCCCOC)=O|453.15|6.039|,0.03411
COCCCCOC(CCC(=O)C)=O|453.15|6.039|,0.03411
C(C)(=O)CCC(=O)OCCCCOC|453.15|6.039|,0.03411
C(OCCCCOC(CCC(C)=O)=O)(CCCCC(OCCCCOC)=O)=O|323.15|6.016|,0.07364
C(CCCOC)OC(CCCCC(=O)OCCCCOC(=O)CCC(=O)C)=O|323.15|6.016|,0.07364
C(CCCCC(=O)OCCCCOC(=O)CCC(=O)C)(=O)OCCCCOC|323.15|6.016|,0.07364
C(=O)(C)CCC(=O)OCCCCOC(=O)CCCCC(OCCCCOC)=O|323.15|6.016|,0.07364
C(CCCCC(=O)OCCCCOC)(OCCCCOC(CCC(C)=O)=O)=O|323.15|6.016|,0.07364
O(C)CCCCOC(CCCCC(OCCCCOC(=O)CCC(C)=O)=O)=O|323.15|9.844|,0.1503
C(CC(=O)OCCCCOC)CCC(OCCCCOC(=O)CCC(=O)C)=O|323.15|9.844|,0.1503
CC(CCC(=O)OCCCCOC(CCCCC(OCCCCOC)=O)=O)=O|323.15|9.844|,0.1503
C(CCC(=O)C)(=O)OCCCCOC(CCCCC(=O)OCCCCOC)=O|323.15|9.844|,0.1503
O(CCCCOC)C(=O)CCCCC(=O)OCCCCOC(CCC(C)=O)=O|323.15|9.844|,0.1503
C(COC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O)CCOC|393.15|8.053|,0.0728
O=C(CCC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O)C|393.15|8.053|,0.0728
C(CC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O)C(=O)C|393.15|8.053|,0.0728
C(=O)(CCC(=O)C)OCCCCOC(=O)CCCCC(=O)OCCCCOC|393.15|8.053|,0.0728
C(CC(=O)OCCCCOC(=O)CCC(=O)C)CCC(=O)OCCCCOC|393.15|8.053|,0.0728
O=C(CCC(=O)OCCCCOC(CCCCC(=O)OCCCCOC)=O)C|393.15|8.63|,0.07814
C(OC)CCCOC(CCCCC(OCCCCOC(=O)CCC(C)=O)=O)=O|393.15|8.63|,0.07814
C(CCC(OCCCCOC(CCCCC(OCCCCOC)=O)=O)=O)(=O)C|393.15|8.63|,0.07814
C(C(=O)OCCCCOC)CCCC(=O)OCCCCOC(CCC(=O)C)=O|393.15|8.63|,0.07814
C(CCOC(=O)CCCCC(OCCCCOC)=O)COC(CCC(C)=O)=O|393.15|8.63|,0.07814
CC(CCC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O)=O|423.15|20.074|,0.1374
C(C(=O)C)CC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O|423.15|20.074|,0.1374
C(COC(=O)CCCCC(OCCCCOC)=O)CCOC(=O)CCC(C)=O|423.15|20.074|,0.1374
C(CCOC(=O)CCCCC(=O)OCCCCOC)COC(=O)CCC(C)=O|423.15|20.074|,0.1374
O(C)CCCCOC(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)=O|423.15|20.074|,0.1374
C(OC(CCC(C)=O)=O)CCCOC(=O)CCCCC(=O)OCCCCOC|453.15|2.079|,0.01184
C(COC(CCCCC(OCCCCOC(CCC(=O)C)=O)=O)=O)CCOC|453.15|2.079|,0.01184
C(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)(=O)OCCCCOC|453.15|2.079|,0.01184
C(=O)(OCCCCOC(=O)CCCCC(OCCCCOC)=O)CCC(=O)C|453.15|2.079|,0.01184
O=C(CCCCC(OCCCCOC)=O)OCCCCOC(CCC(=O)C)=O|453.15|2.079|,0.01184
C(COC(=O)CCCCC(=O)OCCCCOC)CCOC(CCC(=O)C)=O|453.15|2.6|,0.01483
C(CCCCC(=O)OCCCCOC)(=O)OCCCCOC(CCC(=O)C)=O|453.15|2.6|,0.01483
C(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)(=O)OCCCCOC|453.15|2.6|,0.01483
C(OC(=O)CCCCC(OCCCCOC(=O)CCC(C)=O)=O)CCCOC|453.15|2.6|,0.01483
C(CCOC(CCC(=O)C)=O)COC(=O)CCCCC(OCCCCOC)=O|453.15|2.6|,0.01483
C(CCC(=O)OCCCCOC(CCC(=O)C)=O)CC(=O)OCCCCOC|453.15|6.628|,0.03809
O=C(OCCCCOC)CCCCC(=O)OCCCCOC(=O)CCC(=O)C|453.15|6.628|,0.03809
C(CCCC(OCCCCOC(CCC(C)=O)=O)=O)C(OCCCCOC)=O|453.15|6.628|,0.03809
C(CCC(=O)OCCCCOC(CCC(C)=O)=O)CC(=O)OCCCCOC|453.15|6.628|,0.03809
C(OC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O)CCCOC|453.15|6.628|,0.03809
O=C(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)OCCCCOC|453.15|16.139|,0.09235
C(OC)CCCOC(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)=O|453.15|16.139|,0.09235
O(CCCCOC(=O)CCCCC(=O)OCCCCOC)C(=O)CCC(=O)C|453.15|16.139|,0.09235
O=C(OCCCCOC)CCCCC(OCCCCOC(CCC(C)=O)=O)=O|453.15|16.139|,0.09235
C(CCCCC(=O)OCCCCOC(CCC(C)=O)=O)(=O)OCCCCOC|453.15|16.139|,0.09235
C(C)CC|433.2|6.936|,0.0407
C(CC)C|433.2|6.936|,0.0407
C(C)CC|453.2|7.055|,0.035
C(CC)C|453.2|7.055|,0.035
C(C)CC|473.2|17.019|,0.1033
C(CC)C|473.2|17.019|,0.1033
O(C(=O)C(C)C)CC(OC)=O|308.0|11.92|,0.1968
O(C(COC(C(C)C)=O)=O)C|308.0|11.92|,0.1968
O=C(COC(=O)C(C)C)OC|308.0|11.92|,0.1968
C(=O)(C(C)C)OCC(OC)=O|308.0|11.92|,0.1968
CC(C(=O)OCC(OC)=O)C|308.0|11.92|,0.1968
C(C)(C(=O)OCC(=O)OC)C|308.0|21.44|,0.2754
CC(C)C(=O)OCC(OC)=O|308.0|21.44|,0.2754
C(C(OCC(OC)=O)=O)(C)C|308.0|21.44|,0.2754
C(C(OC)=O)OC(C(C)C)=O|308.0|21.44|,0.2754
O=C(OCC(=O)OC)C(C)C|308.0|21.44|,0.2754
CC(C)C(=O)OCC(OC)=O|313.0|10.22|,0.0945
O(C(=O)COC(=O)C(C)C)C|313.0|10.22|,0.0945
C(=O)(COC(=O)C(C)C)OC|313.0|10.22|,0.0945
CC(C(OCC(OC)=O)=O)C|313.0|10.22|,0.0945
CC(C)C(OCC(=O)OC)=O|313.0|10.22|,0.0945
C(C)(C(=O)OCC(=O)OC)C|313.0|22.99|,0.2636
C(C(=O)OCC(OC)=O)(C)C|313.0|22.99|,0.2636
C(C(C)C)(OCC(OC)=O)=O|313.0|22.99|,0.2636
COC(COC(=O)C(C)C)=O|313.0|22.99|,0.2636
O=C(C(C)C)OCC(=O)OC|313.0|22.99|,0.2636
C(C)(C(=O)OCC(=O)OC)C|323.0|21.02|,0.2339
O(C)C(=O)COC(C(C)C)=O|323.0|21.02|,0.2339
C(OCC(=O)OC)(=O)C(C)C|323.0|21.02|,0.2339
CC(C)C(=O)OCC(=O)OC|323.0|21.02|,0.2339
O=C(OC)COC(=O)C(C)C|323.0|21.02|,0.2339
C(C)(C)C(=O)OC|308.0|12.12|,0.3575
COC(=O)C(C)C|308.0|12.12|,0.3575
O(C(=O)C(C)C)C|308.0|12.12|,0.3575
O(C)C(=O)C(C)C|308.0|12.12|,0.3575
O=C(C(C)C)OC|308.0|12.12|,0.3575
COC(=O)C(C)C|308.0|20.92|,0.4139
C(=O)(OC)C(C)C|308.0|20.92|,0.4139
O=C(C(C)C)OC|308.0|20.92|,0.4139
C(OC)(=O)C(C)C|308.0|20.92|,0.4139
O=C(OC)C(C)C|308.0|20.92|,0.4139
C(C(OC)=O)(C)C|313.0|10.44|,0.245
C(C)(C(OC)=O)C|313.0|10.44|,0.245
CC(C(OC)=O)C|313.0|10.44|,0.245
C(=O)(OC)C(C)C|313.0|10.44|,0.245
C(C)(C)C(OC)=O|313.0|10.44|,0.245
CC(C(OC)=O)C|323.0|17.84|,0.3538
C(C(=O)OC)(C)C|323.0|17.84|,0.3538
O(C(=O)C(C)C)C|323.0|17.84|,0.3538
COC(C(C)C)=O|323.0|17.84|,0.3538
CC(C)C(OC)=O|323.0|17.84|,0.3538
c1c(cccc1C(O)=O)C(O)=O.OC(=O)c1ccc(C(O)=O)cc1.C(CCC(=O)O)CC(O)=O.OCCO.CC(CO)(CO)C.C(C(CO)(CO)CO)C|306.0|4.68|,0.0643
c1cc(C(=O)O)cc(C(=O)O)c1.O=C(O)c1ccc(cc1)C(O)=O.C(=O)(O)CCCCC(=O)O.OCCO.C(O)C(C)(CO)C.C(O)C(CO)(CC)CO|306.0|4.68|,0.0643
c1cc(cc(C(=O)O)c1)C(=O)O.c1(C(O)=O)ccc(C(=O)O)cc1.C(=O)(CCCCC(O)=O)O.C(CO)O.OCC(C)(CO)C.C(CO)(CO)(CO)CC|306.0|4.68|,0.0643
c1(C(=O)O)cccc(c1)C(=O)O.c1(ccc(C(=O)O)cc1)C(O)=O.O=C(O)CCCCC(=O)O.OCCO.CC(C)(CO)CO.OCC(CO)(CO)CC|306.0|4.68|,0.0643
c1c(cc(C(O)=O)cc1)C(=O)O.OC(c1ccc(C(O)=O)cc1)=O.C(C(=O)O)CCCC(O)=O.OCCO.OCC(C)(C)CO.OCC(CC)(CO)CO|306.0|4.68|,0.0643
c1cc(cc(C(=O)O)c1)C(O)=O.OC(=O)c1ccc(C(O)=O)cc1.C(CCC(=O)O)CC(=O)O.OCCO.C(C(C)(CO)C)O.C(C(CO)(CO)CO)C|306.0|15.44|,0.3145
c1c(cc(cc1)C(=O)O)C(=O)O.c1cc(ccc1C(=O)O)C(=O)O.C(=O)(CCCCC(O)=O)O.OCCO.C(O)C(C)(CO)C.C(CC)(CO)(CO)CO|306.0|15.44|,0.3145
c1c(C(=O)O)cccc1C(=O)O.c1(C(O)=O)ccc(C(O)=O)cc1.C(O)(=O)CCCCC(O)=O.C(CO)O.OCC(CO)(C)C.OCC(CO)(CO)CC|306.0|15.44|,0.3145
O=C(c1cccc(c1)C(O)=O)O.c1c(ccc(c1)C(=O)O)C(=O)O.C(CC(=O)O)CCC(O)=O.OCCO.C(CO)(CO)(C)C.C(CO)(CO)(CO)CC|306.0|15.44|,0.3145
OC(c1cccc(c1)C(=O)O)=O.OC(=O)c1ccc(cc1)C(O)=O.C(=O)(O)CCCCC(O)=O.OCCO.CC(C)(CO)CO.CCC(CO)(CO)CO|306.0|15.44|,0.3145
c1ccc(C(=O)O)cc1C(O)=O.c1cc(C(O)=O)ccc1C(O)=O.O=C(CCCCC(O)=O)O.OCCO.CC(CO)(CO)C.C(CC)(CO)(CO)CO|306.0|31.02|,0.6366
OC(=O)c1cc(ccc1)C(O)=O.OC(c1ccc(cc1)C(O)=O)=O.OC(CCCCC(O)=O)=O.C(CO)O.CC(CO)(C)CO.OCC(CO)(CC)CO|306.0|31.02|,0.6366
c1(C(O)=O)cccc(C(=O)O)c1.OC(=O)c1ccc(C(=O)O)cc1.O=C(CCCCC(=O)O)O.C(CO)O.C(C(C)(CO)C)O.OCC(CC)(CO)CO|306.0|31.02|,0.6366
C(c1cc(C(=O)O)ccc1)(O)=O.c1c(C(O)=O)ccc(C(O)=O)c1.O=C(O)CCCCC(O)=O.OCCO.C(C(C)(CO)C)O.C(C(CO)(CC)CO)O|306.0|31.02|,0.6366
c1c(cc(C(=O)O)cc1)C(O)=O.c1cc(C(=O)O)ccc1C(O)=O.O=C(CCCCC(=O)O)O.OCCO.C(C(CO)(C)C)O.CCC(CO)(CO)CO|306.0|31.02|,0.6366
c1(cc(C(=O)O)ccc1)C(=O)O.C(O)(c1ccc(C(O)=O)cc1)=O.OC(=O)CCCCC(O)=O.C(O)CO.OCC(CO)(C)C.C(CC)(CO)(CO)CO|343.0|0.18|,0.0191
c1cc(C(O)=O)cc(c1)C(O)=O.c1c(ccc(c1)C(=O)O)C(O)=O.OC(=O)CCCCC(=O)O.OCCO.C(C)(CO)(CO)C.CCC(CO)(CO)CO|343.0|0.18|,0.0191
O=C(O)c1cc(C(O)=O)ccc1.c1c(C(O)=O)ccc(c1)C(O)=O.C(=O)(O)CCCCC(O)=O.C(CO)O.CC(C)(CO)CO.C(O)C(CC)(CO)CO|343.0|0.18|,0.0191
C(c1cccc(c1)C(O)=O)(O)=O.C(O)(c1ccc(C(O)=O)cc1)=O.O=C(CCCCC(=O)O)O.OCCO.CC(CO)(CO)C.OCC(CO)(CO)CC|343.0|0.18|,0.0191
C(c1cccc(C(O)=O)c1)(=O)O.c1(C(O)=O)ccc(C(=O)O)cc1.C(CCCCC(O)=O)(O)=O.OCCO.C(C)(CO)(CO)C.C(C(CO)(CO)CO)C|343.0|0.18|,0.0191
OC(c1cccc(c1)C(O)=O)=O.c1c(C(O)=O)ccc(C(O)=O)c1.C(CCCCC(=O)O)(O)=O.C(CO)O.CC(CO)(C)CO.OCC(CC)(CO)CO|343.0|2.41|,0.0385
O=C(c1cc(ccc1)C(=O)O)O.c1(ccc(cc1)C(=O)O)C(O)=O.C(C(O)=O)CCCC(O)=O.OCCO.OCC(C)(CO)C.C(CO)(CO)(CO)CC|343.0|2.41|,0.0385
c1c(cc(C(O)=O)cc1)C(=O)O.O=C(c1ccc(C(O)=O)cc1)O.C(CCC(O)=O)CC(O)=O.OCCO.OCC(C)(C)CO.C(CO)(CC)(CO)CO|343.0|2.41|,0.0385
c1(cc(ccc1)C(=O)O)C(=O)O.O=C(O)c1ccc(C(=O)O)cc1.O=C(CCCCC(O)=O)O.OCCO.OCC(C)(C)CO.C(C(CC)(CO)CO)O|343.0|2.41|,0.0385
C(O)(c1cccc(c1)C(O)=O)=O.C(=O)(O)c1ccc(cc1)C(=O)O.C(CCCCC(=O)O)(O)=O.C(O)CO.CC(C)(CO)CO.OCC(CO)(CC)CO|343.0|2.41|,0.0385
c1(C(=O)O)cc(ccc1)C(=O)O.c1c(C(O)=O)ccc(c1)C(=O)O.O=C(O)CCCCC(O)=O.C(CO)O.CC(C)(CO)CO.C(C(CO)(CC)CO)O|343.0|21.13|,0.3645
c1(C(O)=O)cc(ccc1)C(=O)O.c1c(ccc(C(=O)O)c1)C(=O)O.OC(=O)CCCCC(O)=O.C(O)CO.OCC(CO)(C)C.C(C(CC)(CO)CO)O|343.0|21.13|,0.3645
OC(=O)c1cc(C(=O)O)ccc1.OC(=O)c1ccc(cc1)C(=O)O.C(CCCC(O)=O)C(O)=O.OCCO.CC(CO)(C)CO.C(C(CO)(CC)CO)O|343.0|21.13|,0.3645
OC(c1cccc(C(=O)O)c1)=O.c1cc(ccc1C(O)=O)C(=O)O.O=C(O)CCCCC(O)=O.OCCO.C(O)C(CO)(C)C.CCC(CO)(CO)CO|343.0|21.13|,0.3645
c1c(C(O)=O)cccc1C(=O)O.O=C(O)c1ccc(C(O)=O)cc1.C(CCCC(O)=O)C(O)=O.OCCO.C(C(CO)(C)C)O.OCC(CO)(CC)CO|343.0|21.13|,0.3645
c1(cc(C(=O)O)ccc1)C(=O)O.c1(C(=O)O)ccc(cc1)C(=O)O.OC(=O)CCCCC(O)=O.OCC(CO)(C)C.C(CC)(CO)(CO)CO|306.2|4.09|,0.0498
OC(c1cc(ccc1)C(=O)O)=O.c1(C(O)=O)ccc(cc1)C(O)=O.C(CCCC(O)=O)C(O)=O.CC(C)(CO)CO.C(C(CC)(CO)CO)O|306.2|4.09|,0.0498
OC(=O)c1cc(C(O)=O)ccc1.c1c(ccc(c1)C(O)=O)C(O)=O.C(CCCCC(=O)O)(O)=O.OCC(CO)(C)C.OCC(CO)(CC)CO|306.2|4.09|,0.0498
C(c1cc(C(=O)O)ccc1)(O)=O.OC(c1ccc(cc1)C(O)=O)=O.C(=O)(CCCCC(O)=O)O.CC(CO)(C)CO.C(C(CO)(CO)CO)C|306.2|4.09|,0.0498
c1ccc(cc1C(=O)O)C(=O)O.C(O)(c1ccc(C(=O)O)cc1)=O.O=C(CCCCC(O)=O)O.OCC(CO)(C)C.CCC(CO)(CO)CO|306.2|4.09|,0.0498
OC(c1cccc(c1)C(O)=O)=O.O=C(c1ccc(C(=O)O)cc1)O.C(CCCCC(=O)O)(O)=O.CC(C)(CO)CO.C(O)C(CO)(CC)CO|306.2|5.06|,0.0793
c1c(cccc1C(O)=O)C(=O)O.O=C(c1ccc(cc1)C(=O)O)O.O=C(O)CCCCC(O)=O.C(C(CO)(C)C)O.OCC(CC)(CO)CO|306.2|5.06|,0.0793
c1c(cc(cc1)C(=O)O)C(=O)O.OC(c1ccc(cc1)C(=O)O)=O.C(O)(CCCCC(=O)O)=O.OCC(CO)(C)C.CCC(CO)(CO)CO|306.2|5.06|,0.0793
O=C(c1cc(ccc1)C(=O)O)O.C(=O)(c1ccc(cc1)C(=O)O)O.C(C(O)=O)CCCC(O)=O.CC(C)(CO)CO.C(C(CC)(CO)CO)O|306.2|5.06|,0.0793
O=C(O)c1cc(ccc1)C(=O)O.C(c1ccc(cc1)C(O)=O)(O)=O.C(C(O)=O)CCCC(O)=O.C(C(C)(CO)C)O.C(CO)(CC)(CO)CO|306.2|5.06|,0.0793
c1(cccc(C(=O)O)c1)C(=O)O.C(O)(c1ccc(C(O)=O)cc1)=O.O=C(CCCCC(=O)O)O.OCC(C)(C)CO.C(O)C(CO)(CC)CO|306.2|10.15|,0.1509
O=C(c1cc(C(O)=O)ccc1)O.c1(ccc(cc1)C(=O)O)C(O)=O.OC(CCCCC(=O)O)=O.OCC(C)(C)CO.C(O)C(CO)(CC)CO|306.2|10.15|,0.1509
c1c(cc(C(O)=O)cc1)C(=O)O.O=C(O)c1ccc(cc1)C(O)=O.C(CCC(=O)O)CC(O)=O.C(O)C(C)(C)CO.OCC(CO)(CC)CO|306.2|10.15|,0.1509
OC(=O)c1cccc(c1)C(=O)O.c1cc(ccc1C(O)=O)C(O)=O.C(CCCC(O)=O)C(=O)O.OCC(CO)(C)C.CCC(CO)(CO)CO|306.2|10.15|,0.1509
c1cc(cc(c1)C(O)=O)C(O)=O.O=C(c1ccc(cc1)C(O)=O)O.C(C(=O)O)CCCC(O)=O.CC(C)(CO)CO.C(C(CO)(CO)CC)O|306.2|10.15|,0.1509
O=C(c1cccc(c1)C(=O)O)O.C(=O)(O)c1ccc(C(=O)O)cc1.C(CCC(O)=O)CC(=O)O.CC(C)(CO)CO.OCC(CC)(CO)CO|306.2|25.26|,0.5467
C(c1cc(C(O)=O)ccc1)(O)=O.c1cc(C(O)=O)ccc1C(O)=O.C(C(O)=O)CCCC(=O)O.C(C)(CO)(CO)C.CCC(CO)(CO)CO|306.2|25.26|,0.5467
C(O)(=O)c1cccc(c1)C(O)=O.O=C(O)c1ccc(cc1)C(O)=O.O=C(O)CCCCC(O)=O.C(O)C(C)(CO)C.C(CO)(CO)(CO)CC|306.2|25.26|,0.5467
c1ccc(cc1C(O)=O)C(=O)O.c1c(ccc(C(=O)O)c1)C(=O)O.OC(=O)CCCCC(O)=O.CC(C)(CO)CO.C(C)C(CO)(CO)CO|306.2|25.26|,0.5467
c1c(C(=O)O)cc(C(O)=O)cc1.O=C(c1ccc(cc1)C(O)=O)O.OC(=O)CCCCC(O)=O.C(C(C)(C)CO)O.CCC(CO)(CO)CO|306.2|25.26|,0.5467
OC(=O)c1cccc(C(O)=O)c1.c1(C(O)=O)ccc(cc1)C(O)=O.C(O)(=O)CCCCC(=O)O.CC(CO)(C)CO.CCC(CO)(CO)CO|344.0|20.11|,0.3652
c1(C(O)=O)cc(C(=O)O)ccc1.c1cc(C(=O)O)ccc1C(O)=O.OC(=O)CCCCC(O)=O.C(CO)(C)(C)CO.OCC(CO)(CO)CC|344.0|20.11|,0.3652
c1(cc(ccc1)C(=O)O)C(=O)O.c1c(ccc(c1)C(=O)O)C(=O)O.O=C(O)CCCCC(O)=O.OCC(C)(CO)C.C(O)C(CC)(CO)CO|344.0|20.11|,0.3652
c1(cc(C(=O)O)ccc1)C(=O)O.c1cc(C(=O)O)ccc1C(O)=O.OC(=O)CCCCC(=O)O.C(O)C(C)(C)CO.CCC(CO)(CO)CO|344.0|20.11|,0.3652
c1c(cc(C(=O)O)cc1)C(O)=O.OC(c1ccc(C(=O)O)cc1)=O.OC(CCCCC(O)=O)=O.CC(C)(CO)CO.C(CO)(CC)(CO)CO|344.0|20.11|,0.3652
O=C(O)c1cccc(c1)C(O)=O.c1c(ccc(C(=O)O)c1)C(O)=O.C(C(O)=O)CCCC(=O)O.C(O)CO.CC(CO)(C)CO.C(CO)(CC)(CO)CO|309.2|0.13|,0.0049
c1c(cccc1C(O)=O)C(O)=O.c1cc(C(=O)O)ccc1C(O)=O.O=C(O)CCCCC(O)=O.C(O)CO.C(CO)(C)(C)CO.C(C(CC)(CO)CO)O|309.2|0.13|,0.0049
c1ccc(cc1C(=O)O)C(=O)O.OC(c1ccc(cc1)C(O)=O)=O.C(CCCCC(=O)O)(O)=O.OCCO.C(CO)(C)(CO)C.OCC(CC)(CO)CO|309.2|0.13|,0.0049
O=C(c1cc(C(=O)O)ccc1)O.c1(C(O)=O)ccc(cc1)C(O)=O.C(=O)(O)CCCCC(=O)O.OCCO.C(O)C(C)(C)CO.C(O)C(CO)(CC)CO|309.2|0.13|,0.0049
c1(cc(ccc1)C(O)=O)C(=O)O.OC(c1ccc(cc1)C(=O)O)=O.C(CCCC(=O)O)C(O)=O.C(CO)O.C(C(C)(CO)C)O.C(O)C(CO)(CC)CO|309.2|0.13|,0.0049
OC(c1cc(ccc1)C(O)=O)=O.c1cc(ccc1C(O)=O)C(=O)O.C(CC(=O)O)CCC(=O)O.OCCO.C(C(C)(CO)C)O.OCC(CC)(CO)CO|309.2|0.6|,0.0093
OC(c1cccc(C(O)=O)c1)=O.C(O)(=O)c1ccc(C(O)=O)cc1.O=C(CCCCC(=O)O)O.OCCO.OCC(CO)(C)C.CCC(CO)(CO)CO|309.2|0.6|,0.0093
