Augmented_SMILES,calc_PCE_percent
C1(c2c(C(=O)c3c1c(-c1sc(cc1)C)sc3-c1sc(-c3cc4c(c(c5cc(C)sc5c4-c4sc(cc4)CC(CCCC)CC)-c4ccc(CC(CCCC)CC)s4)s3)cc1)c(sc2CC(CCCC)CC)CC(CCCC)CC)=O.c1cc(CCCCCC)ccc1C1(c2ccc(CCCCCC)cc2)c2c(sc3c2sc(/C=C2\C(=O)c4c(cc(C)cc4)C2=C(C#N)C#N)c3)-c2cc3C(c4c5sc(/C=C6/C(=C(C#N)C#N)c7c(C6=O)ccc(C)c7)cc5sc4-c3cc12)(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,12.096
CCC(Cc1ccc(-c2c3cc(sc3c(c3cc(-c4ccc(-c5sc(-c6ccc(s6)C)c6C(=O)c7c(C(c65)=O)c(CC(CC)CCCC)sc7CC(CCCC)CC)s4)sc32)-c2ccc(CC(CC)CCCC)s2)C)s1)CCCC.c1cc(CCCCCC)ccc1C1(c2ccc(CCCCCC)cc2)c2c3c(sc2-c2c1cc1-c4c(c5sc(/C=C6\C(c7ccc(C)cc7C6=C(C#N)C#N)=O)cc5s4)C(c4ccc(CCCCCC)cc4)(c1c2)c1ccc(cc1)CCCCCC)cc(/C=C1/C(c2cc(C)ccc2C1=O)=C(C#N)C#N)s3,12.096
c1c(sc(-c2sc(c3c2C(=O)c2c(C3=O)c(sc2CC(CC)CCCC)CC(CCCC)CC)-c2sc(cc2)C)c1)-c1cc2c(-c3ccc(CC(CCCC)CC)s3)c3sc(C)cc3c(c2s1)-c1ccc(s1)CC(CC)CCCC.N#CC(=C1/C(=C/c2sc3c4C(c5ccc(cc5)CCCCCC)(c5c(cc6c(-c7sc8c(c7C6(c6ccc(cc6)CCCCCC)c6ccc(CCCCCC)cc6)sc(/C=C6\C(c7ccc(C)cc7C6=C(C#N)C#N)=O)c8)c5)-c4sc3c2)c2ccc(cc2)CCCCCC)C(=O)c2ccc(cc12)C)C#N,12.096
c12c(c(-c3ccc(CC(CC)CCCC)s3)c3cc(sc3c1-c1ccc(s1)CC(CCCC)CC)-c1sc(cc1)-c1sc(c3c1C(c1c(CC(CCCC)CC)sc(CC(CC)CCCC)c1C3=O)=O)-c1ccc(s1)C)sc(C)c2.N#CC(C#N)=C1/C(=C/c2cc3c(c4C(c5ccc(CCCCCC)cc5)(c5ccc(cc5)CCCCCC)c5cc6c(cc5-c4s3)C(c3ccc(cc3)CCCCCC)(c3ccc(cc3)CCCCCC)c3c4sc(cc4sc-63)/C=C3\C(c4ccc(cc4C3=C(C#N)C#N)C)=O)s2)C(c2c1cc(cc2)C)=O,12.096
c1cc(sc1C)-c1c2C(=O)c3c(C(c2c(s1)-c1sc(-c2sc4c(c5cc(C)sc5c(-c5sc(cc5)CC(CCCC)CC)c4c2)-c2sc(CC(CC)CCCC)cc2)cc1)=O)c(sc3CC(CC)CCCC)CC(CCCC)CC.C(CCC)CCc1ccc(C2(c3c4c(sc3-c3c2cc2-c5c(C(c6ccc(cc6)CCCCCC)(c6ccc(cc6)CCCCCC)c2c3)c2sc(/C=C3/C(c6c(C3=O)ccc(c6)C)=C(C#N)C#N)cc2s5)cc(/C=C2\C(c3ccc(cc3C2=C(C#N)C#N)C)=O)s4)c2ccc(CCCCCC)cc2)cc1,12.096
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,10.018
c1(ccc(-c2c3c(sc(-c4sc(-c5c6c(C(=O)c7c(CC(CCCC)CC)sc(CC(CCCC)CC)c7C6=O)c(-c6sc(cc6)C)s5)cc4)c3)c(c3c2sc(C)c3)-c2ccc(CC(CC)CCCC)s2)s1)CC(CC)CCCC.C(=C1c2ccccc2C(=O)/C1=C\c1cc2c(s1)c1C(c3ccc(CCCCCC)cc3)(c3ccc(cc3)CCCCCC)c3cc4c(C(c5ccc(CCCCCC)cc5)(c5c6c(cc(/C=C7\C(c8c(cccc8)C7=C(C#N)C#N)=O)s6)sc5-4)c4ccc(CCCCCC)cc4)cc3-c1s2)(C#N)C#N,10.018
CCCCC(CC)Cc1sc(cc1)-c1c2cc(C)sc2c(c2cc(sc12)-c1ccc(-c2c3C(c4c(CC(CCCC)CC)sc(CC(CC)CCCC)c4C(c3c(s2)-c2sc(cc2)C)=O)=O)s1)-c1ccc(s1)CC(CCCC)CC.C1(c2c(-c3sc4c(sc(c4)/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c13)cc1c(c2)-c2c(c3sc(/C=C4/C(=C(C#N)C#N)c5ccccc5C4=O)cc3s2)C1(c1ccc(CCCCCC)cc1)c1ccc(cc1)CCCCCC)(c1ccc(CCCCCC)cc1)c1ccc(cc1)CCCCCC,10.018
C(CCC(Cc1ccc(-c2c3c(sc(c3)C)c(c3cc(sc32)-c2ccc(s2)-c2sc(-c3ccc(s3)C)c3C(c4c(c(sc4CC(CC)CCCC)CC(CC)CCCC)C(=O)c32)=O)-c2ccc(s2)CC(CC)CCCC)s1)CC)C.C(#N)C(=C1/C(C(=O)c2c1cccc2)=C/c1sc2c(c1)sc1c2C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc3c(C(c4ccc(cc4)CCCCCC)(c4c5c(cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)sc4-3)c3ccc(cc3)CCCCCC)cc-12)C#N,10.018
C(CC)CC(Cc1sc(cc1)-c1c2c(c(c3cc(sc13)C)-c1ccc(s1)CC(CCCC)CC)sc(c2)-c1ccc(-c2c3c(c(s2)-c2sc(cc2)C)C(c2c(C3=O)c(sc2CC(CCCC)CC)CC(CC)CCCC)=O)s1)CC.C1(=O)c2ccccc2C(=C(C#N)C#N)/C1=C/c1cc2c(s1)c1C(c3ccc(CCCCCC)cc3)(c3ccc(cc3)CCCCCC)c3c(cc4c(c3)-c3sc5c(sc(c5)/C=C5/C(=C(C#N)C#N)c6ccccc6C5=O)c3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c1s2,10.018
c1(sc(cc1)C)-c1sc(-c2ccc(-c3cc4c(c5c(cc(s5)C)c(c4s3)-c3sc(cc3)CC(CCCC)CC)-c3ccc(s3)CC(CCCC)CC)s2)c2c1C(c1c(C2=O)c(CC(CCCC)CC)sc1CC(CC)CCCC)=O.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4-c5c(c6c(s5)cc(s6)/C=C5/C(=C(C#N)C#N)c6ccccc6C5=O)C(c5ccc(cc5)CCCCCC)(c5ccc(CCCCCC)cc5)c4cc3-c3c2c2sc(cc2s3)/C=C2/C(=C(C#N)C#N)c3c(cccc3)C2=O)cc1,10.018
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,10.488
c1(sc2c(c(-c3sc(CC(CCCC)CC)cc3)c3c(c2-c2ccc(s2)CC(CCCC)CC)cc(s3)-c2sc(-c3c4C(=O)c5c(sc(CC(CCCC)CC)c5C(=O)c4c(s3)-c3sc(cc3)C)CC(CC)CCCC)cc2)c1)C.c1c2C(=C(C#N)C#N)/C(C(c2ccc1)=O)=C/c1sc2c(sc3-c4c(C(c5ccc(CCCCCC)cc5)(c5ccc(CCCCCC)cc5)c32)cc2c(c4)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5/C(=C(C#N)C#N)c6c(C5=O)cccc6)cc4sc3-2)c1,10.488
C(Cc1sc(cc1)-c1c2cc(sc2c(c2c1sc(c2)C)-c1sc(cc1)CC(CC)CCCC)-c1sc(cc1)-c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CC)CCCC)CC(CC)CCCC)-c1ccc(C)s1)(CC)CCCC.C(CC)CCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2c(sc3cc(sc32)/C=C2/C(=C(C#N)C#N)c3c(cccc3)C2=O)-c2c1cc1-c3sc4c(sc(/C=C5/C(c6c(C5=O)cccc6)=C(C#N)C#N)c4)c3C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c1c2,10.488
C(CC)(Cc1sc(-c2c3cc(-c4sc(-c5c6C(c7c(CC(CCCC)CC)sc(CC(CC)CCCC)c7C(c6c(-c6sc(cc6)C)s5)=O)=O)cc4)sc3c(c3cc(C)sc23)-c2sc(cc2)CC(CC)CCCC)cc1)CCCC.c1c(ccc(c1)C1(c2c3sc(/C=C4/C(c5ccccc5C4=O)=C(C#N)C#N)cc3sc2-c2c1cc1-c3c(C(c4ccc(cc4)CCCCCC)(c4ccc(cc4)CCCCCC)c1c2)c1c(s3)cc(/C=C2/C(=C(C#N)C#N)c3ccccc3C2=O)s1)c1ccc(CCCCCC)cc1)CCCCCC,10.488
C1(=O)c2c(C(=O)c3c1c(sc3CC(CC)CCCC)CC(CC)CCCC)c(-c1ccc(-c3sc4c(c5c(c(c4c3)-c3ccc(CC(CC)CCCC)s3)sc(C)c5)-c3ccc(s3)CC(CC)CCCC)s1)sc2-c1ccc(s1)C.C1(c2ccc(cc2)CCCCCC)(c2ccc(cc2)CCCCCC)c2c(sc3c2sc(/C=C2/C(c4c(cccc4)C2=O)=C(C#N)C#N)c3)-c2c1cc1-c3sc4c(sc(/C=C5\C(c6ccccc6C5=C(C#N)C#N)=O)c4)c3C(c3ccc(CCCCCC)cc3)(c3ccc(cc3)CCCCCC)c1c2,10.488
C(CC)(CCCC)Cc1ccc(s1)-c1c2sc(C)cc2c(c2sc(cc21)-c1sc(-c2sc(-c3ccc(C)s3)c3C(c4c(sc(c4C(c23)=O)CC(CCCC)CC)CC(CC)CCCC)=O)cc1)-c1ccc(CC(CC)CCCC)s1.c12c3sc(cc3sc2-c2c(cc3c(c2)C(c2ccc(cc2)CCCCCC)(c2ccc(cc2)CCCCCC)c2c-3sc3c2sc(c3)/C=C2/C(=C(C#N)C#N)c3c(C2=O)cccc3)C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C=C1/C(c2c(cccc2)C1=O)=C(C#N)C#N,10.488
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,11.517
CCCCC(Cc1sc(cc1)-c1c2sc(C)cc2c(-c2sc(CC(CCCC)CC)cc2)c2c1cc(s2)-c1ccc(-c2c3c(C(=O)c4c(C3=O)c(sc4CC(CC)CCCC)CC(CC)CCCC)c(s2)-c2ccc(s2)C)s1)CC.c12cc3-c4sc5cc(sc5c4C(c4ccc(CCCCCC)cc4)(c3cc1-c1sc3c(c1C2(c1ccc(CCCCCC)cc1)c1ccc(cc1)CCCCCC)sc(c3)/C=C1/C(c2c(ccc(c2)C)C1=O)=C(C#N)C#N)c1ccc(cc1)CCCCCC)/C=C1/C(c2c(C1=O)ccc(C)c2)=C(C#N)C#N,11.517
CCC(CCCC)Cc1sc(cc1)-c1c2cc(sc2c(c2c1sc(c2)-c1sc(-c2c3C(c4c(C(c3c(s2)-c2sc(C)cc2)=O)c(sc4CC(CCCC)CC)CC(CC)CCCC)=O)cc1)-c1sc(CC(CCCC)CC)cc1)C.s1c(cc2sc3-c4c(cc5c(C(c6ccc(CCCCCC)cc6)(c6c7sc(cc7sc6-5)/C=C5\C(c6c(cc(C)cc6)C5=C(C#N)C#N)=O)c5ccc(CCCCCC)cc5)c4)C(c4ccc(cc4)CCCCCC)(c4ccc(cc4)CCCCCC)c3c21)/C=C1\C(c2ccc(cc2C1=C(C#N)C#N)C)=O,11.517
c1(sc2c(c(-c3sc(cc3)CC(CCCC)CC)c3c(cc(-c4sc(cc4)-c4sc(-c5sc(cc5)C)c5C(c6c(c(CC(CCCC)CC)sc6CC(CC)CCCC)C(=O)c45)=O)s3)c2-c2ccc(CC(CCCC)CC)s2)c1)C.s1c(/C=C2/C(c3c(C2=O)ccc(C)c3)=C(C#N)C#N)cc2c1c1C(c3c(-c1s2)cc1c(c3)-c2sc3cc(/C=C4/C(=C(C#N)C#N)c5cc(ccc5C4=O)C)sc3c2C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1ccc(CCCCCC)cc1,11.517
s1c(ccc1CC(CCCC)CC)-c1c2c(c(c3c1cc(-c1sc(-c4sc(c5C(=O)c6c(CC(CC)CCCC)sc(CC(CC)CCCC)c6C(c54)=O)-c4ccc(s4)C)cc1)s3)-c1sc(CC(CC)CCCC)cc1)cc(C)s2.C(CCCCc1ccc(cc1)C1(c2ccc(CCCCCC)cc2)c2c3sc(/C=C4/C(c5c(C4=O)ccc(C)c5)=C(C#N)C#N)cc3sc2-c2cc3c(-c4c(c5sc(/C=C6\C(=O)c7ccc(cc7C6=C(C#N)C#N)C)cc5s4)C3(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)cc21)C,11.517
c1c2c(c3c(cc(-c4sc(-c5c6C(=O)c7c(sc(c7C(c6c(s5)-c5ccc(C)s5)=O)CC(CC)CCCC)CC(CC)CCCC)cc4)s3)c(-c3ccc(s3)CC(CCCC)CC)c2sc1C)-c1ccc(s1)CC(CC)CCCC.C(CC)CCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(cc4c(c3)-c3c(C4(c4ccc(CCCCCC)cc4)c4ccc(cc4)CCCCCC)c4sc(cc4s3)/C=C3\C(=O)c4ccc(C)cc4C3=C(C#N)C#N)-c3c2c2sc(/C=C4\C(c5c(cc(C)cc5)C4=C(C#N)C#N)=O)cc2s3)cc1,11.517
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1.CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)s3)ccc2-c2ccc(-c3ccc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)s3)cc21,7.134
C(C(Cc1c2c(C(c3c(c(-c4ccc(C)s4)sc3-c3sc(cc3)-c3sc4c(-c5sc(CC(CCCC)CC)cc5)c5cc(C)sc5c(-c5ccc(s5)CC(CCCC)CC)c4c3)C2=O)=O)c(s1)CC(CCCC)CC)CCCC)C.O=C1c2c(C(/C1=C/c1ccc(-c3cc4C(CC(CCCC)CC)(c5cc(ccc5-c4cc3)-c3sc(cc3)/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)CC(CCCC)CC)s1)=C(C#N)C#N)cccc2,7.134
s1c(c2c(C(=O)c3c(CC(CCCC)CC)sc(CC(CCCC)CC)c3C2=O)c1-c1sc(C)cc1)-c1sc(cc1)-c1cc2c(s1)c(c1cc(sc1c2-c1sc(CC(CC)CCCC)cc1)C)-c1ccc(CC(CCCC)CC)s1.c1(ccc(s1)-c1ccc2-c3c(cc(-c4sc(cc4)/C=C4/C(=C(C#N)C#N)c5ccccc5C4=O)cc3)C(CC(CCCC)CC)(c2c1)CC(CC)CCCC)/C=C1/C(c2ccccc2C1=O)=C(C#N)C#N,7.134
C(CCCC)(Cc1c2C(c3c(C(c2c(CC(CCCC)CC)s1)=O)c(-c1ccc(s1)C)sc3-c1ccc(-c2sc3c(c4cc(sc4c(-c4ccc(s4)CC(CCCC)CC)c3c2)C)-c2ccc(s2)CC(CC)CCCC)s1)=O)CC.c1c(sc(-c2cc3C(CC(CCCC)CC)(c4c(ccc(c4)-c4sc(/C=C5\C(c6c(C5=C(C#N)C#N)cccc6)=O)cc4)-c3cc2)CC(CC)CCCC)c1)/C=C1/C(c2ccccc2C1=O)=C(C#N)C#N,7.134
C(C(CC)Cc1sc(-c2c3cc(C)sc3c(c3c2sc(-c2ccc(-c4sc(c5C(c6c(CC(CC)CCCC)sc(c6C(=O)c54)CC(CC)CCCC)=O)-c4ccc(C)s4)s2)c3)-c2sc(CC(CC)CCCC)cc2)cc1)CCC.C(C)CCC(CC1(CC(CCCC)CC)c2cc(-c3sc(cc3)/C=C3\C(c4ccccc4C3=C(C#N)C#N)=O)ccc2-c2c1cc(cc2)-c1sc(cc1)/C=C1\C(c2ccccc2C1=C(C#N)C#N)=O)CC,7.134
c1(ccc(s1)CC(CC)CCCC)-c1c2cc(sc2c(c2c1sc(-c1sc(-c3c4C(=O)c5c(c(CC(CCCC)CC)sc5CC(CC)CCCC)C(=O)c4c(-c4sc(C)cc4)s3)cc1)c2)-c1sc(cc1)CC(CCCC)CC)C.C(=C1\C(c2ccccc2C1=C(C#N)C#N)=O)\c1sc(cc1)-c1ccc2-c3c(C(c2c1)(CC(CC)CCCC)CC(CC)CCCC)cc(cc3)-c1ccc(/C=C2/C(c3c(C2=O)cccc3)=C(C#N)C#N)s1,7.134
CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCCCCC(C)CCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nsnc23)sc1C.CCCCCCCCCCC1(CCCCCCCCCC)c2cc(-c3ccc(/C=c4/sc(=C(C#N)C#N)n(CCCCCC)c4=O)c4nsnc34)ccc2-c2ccc(-c3ccc(/C=c4/sc(=C(C#N)C#N)n(CCCCCC)c4=O)c4nsnc34)cc21,8.438
C(CCCC(C)CCCCCCCCCCc1cc(sc1-c1ccc(s1)-c1sc(C)cc1)-c1c2nsnc2c(-c2cc(c(C)s2)CC(CCCCCCCCCC)CCCCCCCC)c(c1F)F)CCCC.c1cc(c2c(c1-c1cc3c(-c4c(cc(cc4)-c4ccc(/C=c5\c(=O)n(CCCCCC)c(s5)=C(C#N)C#N)c5c4nsn5)C3(CCCCCCCCCC)CCCCCCCCCC)cc1)nsn2)/C=c1/sc(=C(C#N)C#N)n(c1=O)CCCCCC,8.438
s1c(-c2sc(cc2)-c2sc(cc2)C)c(CCCCCCCCCCC(C)CCCCCCCC)cc1-c1c2nsnc2c(c(F)c1F)-c1sc(C)c(c1)CC(CCCCCCCC)CCCCCCCCCC.C(C)CCCCCCCCC1(CCCCCCCCCC)c2cc(ccc2-c2c1cc(-c1ccc(c3c1nsn3)/C=c1\c(=O)n(c(s1)=C(C#N)C#N)CCCCCC)cc2)-c1ccc(c2nsnc21)/C=c1\c(=O)n(c(s1)=C(C#N)C#N)CCCCCC,8.438
C(CCCCCc1c(-c2sc(cc2)-c2ccc(C)s2)sc(-c2c(c(F)c(c3c2nsn3)-c2sc(c(CC(CCCCCCCCCC)CCCCCCCC)c2)C)F)c1)CCCCC(C)CCCCCCCC.CCCCCCCCCCC1(c2c(ccc(-c3c4c(c(/C=c5/sc(=C(C#N)C#N)n(CCCCCC)c5=O)cc3)nsn4)c2)-c2c1cc(-c1c3c(c(cc1)/C=c1/sc(=C(C#N)C#N)n(CCCCCC)c1=O)nsn3)cc2)CCCCCCCCCC,8.438
C(CCCCCCC(CCCCCCCC)C)CCCc1c(sc(c1)-c1c(F)c(c(c2c1nsn2)-c1sc(C)c(c1)CC(CCCCCCCCCC)CCCCCCCC)F)-c1ccc(s1)-c1sc(C)cc1.C(CC1(c2cc(ccc2-c2c1cc(cc2)-c1c2c(c(cc1)/C=c1\c(n(c(s1)=C(C#N)C#N)CCCCCC)=O)nsn2)-c1ccc(/C=c2\c(=O)n(CCCCCC)c(=C(C#N)C#N)s2)c2c1nsn2)CCCCCCCCCC)CCCCCCCC,8.438
c1(-c2sc(-c3sc(C)cc3)cc2)c(cc(-c2c3c(nsn3)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(s3)C)c(F)c2F)s1)CCCCCCCCCCC(C)CCCCCCCC.c1(=C(C#N)C#N)s/c(=C/c2c3c(c(cc2)-c2ccc4-c5c(C(CCCCCCCCCC)(CCCCCCCCCC)c4c2)cc(cc5)-c2ccc(c4nsnc42)/C=c2\c(=O)n(CCCCCC)c(s2)=C(C#N)C#N)nsn3)c(n1CCCCCC)=O,8.438
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F.CCCCCCCCC1(CCCCCCCC)c2cc(-c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc3CCCCCC)ccc2-c2ccc(-c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc3CCCCCC)cc21,4.778
C(CC)CC(CC)Cc1sc(-c2c3c(cc(-c4c5sc(c(F)c5c(s4)C)C(=O)OCC(CCCC)CC)s3)c(c3c2cc(C)s3)-c2ccc(s2)CC(CC)CCCC)cc1.C1(\C(c2ccccc2C1=C(C#N)C#N)=O)=C\c1sc(-c2ccc3c(c2)C(CCCCCCCC)(c2cc(ccc2-3)-c2c(cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)s2)CCCCCC)CCCCCCCC)c(CCCCCC)c1,4.778
c1cc(sc1-c1c2c(cc(s2)-c2sc(c3c2sc(c3F)C(OCC(CCCC)CC)=O)C)c(-c2ccc(CC(CC)CCCC)s2)c2c1cc(s2)C)CC(CC)CCCC.c1c(cc2C(CCCCCCCC)(c3c(-c2c1)ccc(c3)-c1c(CCCCCC)cc(s1)/C=C1/C(=C(C#N)C#N)c2c(C1=O)cccc2)CCCCCCCC)-c1sc(cc1CCCCCC)/C=C1\C(=O)c2ccccc2C1=C(C#N)C#N,4.778
CCCCC(Cc1sc(cc1)-c1c2c(c(-c3ccc(CC(CCCC)CC)s3)c3cc(C)sc13)sc(c2)-c1sc(C)c2c(F)c(sc21)C(=O)OCC(CC)CCCC)CC.c1(-c2c(cc(s2)/C=C2/C(=C(C#N)C#N)c3ccccc3C2=O)CCCCCC)ccc2-c3c(C(CCCCCCCC)(c2c1)CCCCCCCC)cc(cc3)-c1c(CCCCCC)cc(s1)/C=C1/C(=C(C#N)C#N)c2c(cccc2)C1=O,4.778
C(OC(=O)c1sc2c(-c3cc4c(c(c5c(c4-c4sc(CC(CCCC)CC)cc4)sc(C)c5)-c4sc(cc4)CC(CC)CCCC)s3)sc(C)c2c1F)C(CCCC)CC.C(CCC)CCc1cc(/C=C2/C(c3c(C2=O)cccc3)=C(C#N)C#N)sc1-c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(ccc1-2)-c1sc(cc1CCCCCC)/C=C1\C(c2ccccc2C1=C(C#N)C#N)=O,4.778
c1cc(-c2c3sc(cc3c(c3sc(C)cc23)-c2sc(cc2)CC(CC)CCCC)-c2sc(C)c3c2sc(c3F)C(=O)OCC(CCCC)CC)sc1CC(CC)CCCC.C(CCCC)Cc1cc(sc1-c1cc2c(cc1)-c1c(C2(CCCCCCCC)CCCCCCCC)cc(cc1)-c1sc(cc1CCCCCC)/C=C1/C(=C(C#N)C#N)c2ccccc2C1=O)/C=C1/C(=C(C#N)C#N)c2ccccc2C1=O,4.778
CCCCCCC(CCCC)CSc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(SCC(CCCC)CCCCCC)nc45)s3)sc2c(SCC(CCCC)CCCCCC)c2cc(C)sc12.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,8.545
c1c2c(SCC(CCCCCC)CCCC)c3c(c(SCC(CCCC)CCCCCC)c2sc1C)cc(s3)-c1ccc(s1)-c1c2c(c(c(F)c1F)-c1sc(C)cc1)nn(n2)SCC(CCCC)CCCCCC.C(C(C#N)=C1c2c(C(=O)/C1=C\c1cc3c(-c4sc5c(cc6c(c5)c5C(c7c(-c5s6)sc(c7)/C=C5/C(=C(C#N)C#N)c6c(cccc6)C5=O)(c5ccc(cc5)CCCCCC)c5ccc(cc5)CCCCCC)c4C3(c3ccc(CCCCCC)cc3)c3ccc(cc3)CCCCCC)s1)cccc2)#N,8.545
s1c(-c2c(c(F)c(-c3sc(-c4sc5c(SCC(CCCC)CCCCCC)c6c(c(SCC(CCCCCC)CCCC)c5c4)sc(C)c6)cc3)c3nn(SCC(CCCCCC)CCCC)nc23)F)ccc1C.c1c(ccc(c1)C1(c2c(sc(/C=C3\C(c4c(cccc4)C3=C(C#N)C#N)=O)c2)-c2c1c1c(cc3c4c(-c5c(C4(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)cc(s5)/C=C4/C(c5c(C4=O)cccc5)=C(C#N)C#N)sc3c1)s2)c1ccc(CCCCCC)cc1)CCCCCC,8.545
C(CCCCCC)(CSc1c2cc(C)sc2c(c2c1sc(c2)-c1ccc(-c2c(c(c(-c3sc(C)cc3)c3nn(SCC(CCCCCC)CCCC)nc32)F)F)s1)SCC(CCCC)CCCCCC)CCCC.c1c(C2(c3ccc(cc3)CCCCCC)c3c(sc4cc5c(sc6c5C(c5ccc(CCCCCC)cc5)(c5cc(sc-65)/C=C5/C(=C(C#N)C#N)c6ccccc6C5=O)c5ccc(CCCCCC)cc5)cc43)-c3c2cc(s3)/C=C2/C(=C(C#N)C#N)c3c(cccc3)C2=O)ccc(c1)CCCCCC,8.545
C(C(CCCCCC)CSc1c2c(c(SCC(CCCC)CCCCCC)c3cc(sc13)C)sc(-c1sc(cc1)-c1c(c(F)c(-c3sc(C)cc3)c3nn(nc31)SCC(CCCCCC)CCCC)F)c2)CCC.C(C)CCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(-c4sc5c(cc6c(c7C(c8c(-c7s6)sc(c8)/C=C6/C(c7c(C6=O)cccc7)=C(C#N)C#N)(c6ccc(CCCCCC)cc6)c6ccc(cc6)CCCCCC)c5)c24)sc(c3)/C=C2/C(c3ccccc3C2=O)=C(C#N)C#N)cc1,8.545
