Augmented_SMILES,calc_PCE_percent
CCCCCCCCCC(CCCCCC)n1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(C(CC)CCCCCC)s6)c6sc(C)cc6c(-c6cc(F)c(C(CC)CCCCCC)s6)c5s4)s3)c2n1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,10.638
c12c(-c3cc(c(s3)C(CCCCCC)CC)F)c3cc(sc3c(-c3sc(c(F)c3)C(CC)CCCCCC)c2cc(-c2ccc(-c3c(F)c(F)c(c4c3nn(C(CCCCCCCCC)CCCCCC)n4)-c3sc(C)cc3)s2)s1)C.C(CCC)CCc1ccc(cc1)C1(c2cc3c(C(c4c5c(sc4-3)cc(/C=C3/C(=C(C#N)C#N)c4c(C3=O)cc(c(F)c4)F)s5)(c3ccc(cc3)CCCCCC)c3ccc(CCCCCC)cc3)cc2-c2c1c1sc(/C=C3/C(c4c(C3=O)cc(c(F)c4)F)=C(C#N)C#N)cc1s2)c1ccc(CCCCCC)cc1,10.638
C(C(c1c(cc(-c2c3cc(sc3c(c3c2sc(c3)-c2ccc(-c3c(c(F)c(c4c3nn(n4)C(CCCCCC)CCCCCCCCC)-c3sc(C)cc3)F)s2)-c2cc(F)c(C(CCCCCC)CC)s2)C)s1)F)CC)CCCCC.C(C)CCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(cc4sc3-c3c2cc2-c4c(C(c2c3)(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2sc(/C=C3/C(=C(C#N)C#N)c5c(cc(c(F)c5)F)C3=O)cc2s4)/C=C2/C(=C(C#N)C#N)c3c(C2=O)cc(c(F)c3)F)cc1,10.638
c1cc(-c2c(c(c(-c3ccc(s3)C)c3c2nn(n3)C(CCCCCCCCC)CCCCCC)F)F)sc1-c1sc2c(c3c(sc(c3)C)c(c2c1)-c1sc(C(CCCCCC)CC)c(c1)F)-c1cc(c(s1)C(CCCCCC)CC)F.c1c2sc3-c4cc5c(-c6c(c7sc(cc7s6)/C=C6/C(=C(C#N)C#N)c7c(cc(c(F)c7)F)C6=O)C5(c5ccc(cc5)CCCCCC)c5ccc(CCCCCC)cc5)cc4C(c4ccc(cc4)CCCCCC)(c3c2sc1/C=C1\C(c2c(C1=C(C#N)C#N)cc(F)c(c2)F)=O)c1ccc(CCCCCC)cc1,10.638
C(CCCCC(CC)c1sc(cc1F)-c1c2c(c(-c3cc(c(C(CCCCCC)CC)s3)F)c3cc(sc13)-c1sc(-c3c(F)c(F)c(-c4sc(cc4)C)c4c3nn(n4)C(CCCCCCCCC)CCCCCC)cc1)sc(C)c2)C.C(CCCCc1ccc(C2(c3c4c(sc3-c3c2cc2c(c3)C(c3ccc(cc3)CCCCCC)(c3c-2sc2c3sc(c2)/C=C2\C(c3c(cc(F)c(F)c3)C2=C(C#N)C#N)=O)c2ccc(cc2)CCCCCC)cc(s4)/C=C2\C(c3c(cc(F)c(F)c3)C2=C(C#N)C#N)=O)c2ccc(cc2)CCCCCC)cc1)C,10.638
Fc1c(F)c(c2c(c1-c1ccc(-c3cc4c(-c5sc(C(CCCCCC)CC)c(c5)F)c5sc(C)cc5c(-c5cc(F)c(C(CC)CCCCCC)s5)c4s3)s1)nn(n2)C(CCCCCCCCC)CCCCCC)-c1sc(cc1)C.c1(ccc(CCCCCC)cc1)C1(c2ccc(cc2)CCCCCC)c2c(cc3C(c4ccc(CCCCCC)cc4)(c4c5sc(/C=C6/C(c7c(cc(F)c(c7)F)C6=O)=C(C#N)C#N)cc5sc4-c3c2)c2ccc(CCCCCC)cc2)-c2c1c1sc(cc1s2)/C=C1\C(=O)c2c(cc(c(F)c2)F)C1=C(C#N)C#N,10.638
CCCCCCCCCC(CCCCCC)n1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(C(CC)CCCCCC)s6)c6sc(C)cc6c(-c6cc(F)c(C(CC)CCCCCC)s6)c5s4)s3)c2n1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,11.816
C(CCC)CCCCCC(CCCCCC)n1nc2c(c(F)c(F)c(c2n1)-c1sc(C)cc1)-c1ccc(-c2cc3c(c(c4cc(C)sc4c3-c3cc(c(s3)C(CC)CCCCCC)F)-c3cc(c(s3)C(CC)CCCCCC)F)s2)s1.c1c2c(c3C(c4ccc(CCCCCC)cc4)(c4c(-c3s2)cc2c(-c3c(c5c(s3)cc(s5)/C=C3/C(=C(C#N)C#N)c5c(ccc(c5)C)C3=O)C2(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c4)c2ccc(CCCCCC)cc2)sc1/C=C1\C(c2c(C1=C(C#N)C#N)cc(cc2)C)=O,11.816
c1(ccc(s1)-c1sc2c(c3cc(sc3c(-c3cc(F)c(C(CCCCCC)CC)s3)c2c1)C)-c1sc(c(c1)F)C(CC)CCCCCC)-c1c(F)c(c(-c2sc(cc2)C)c2nn(nc21)C(CCCCCCCCC)CCCCCC)F.C1(=C(C#N)C#N)/C(C(c2c1cc(C)cc2)=O)=C/c1sc2c(sc3-c4c(C(c5ccc(CCCCCC)cc5)(c5ccc(CCCCCC)cc5)c23)cc2-c3sc5cc(sc5c3C(c2c4)(c2ccc(CCCCCC)cc2)c2ccc(cc2)CCCCCC)/C=C2\C(=O)c3c(cc(cc3)C)C2=C(C#N)C#N)c1,11.816
s1c(ccc1-c1sc2c(c3cc(C)sc3c(c2c1)-c1cc(F)c(C(CCCCCC)CC)s1)-c1sc(c(F)c1)C(CCCCCC)CC)-c1c2c(c(-c3sc(cc3)C)c(c1F)F)nn(C(CCCCCCCCC)CCCCCC)n2.c1cc(ccc1C1(c2c(-c3cc4c(cc31)-c1sc3c(c1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)sc(/C=C1\C(c4ccc(C)cc4C1=C(C#N)C#N)=O)c3)sc1c2sc(/C=C2/C(c3cc(ccc3C2=O)C)=C(C#N)C#N)c1)c1ccc(cc1)CCCCCC)CCCCCC,11.816
c1c(-c2sc(-c3c(F)c(c(-c4sc(cc4)C)c4nn(nc34)C(CCCCCC)CCCCCCCCC)F)cc2)sc2c(-c3sc(C(CCCCCC)CC)c(c3)F)c3c(c(c21)-c1cc(c(C(CC)CCCCCC)s1)F)sc(c3)C.CCCCCCc1ccc(cc1)C1(c2cc3-c4sc5cc(sc5c4C(c4ccc(cc4)CCCCCC)(c4ccc(cc4)CCCCCC)c3cc2-c2sc3c(sc(/C=C4\C(c5c(cc(C)cc5)C4=C(C#N)C#N)=O)c3)c12)/C=C1/C(c2cc(C)ccc2C1=O)=C(C#N)C#N)c1ccc(cc1)CCCCCC,11.816
c1c(c(sc1-c1c2c(c(-c3sc(C(CCCCCC)CC)c(F)c3)c3sc(-c4sc(cc4)-c4c(c(F)c(-c5ccc(s5)C)c5nn(nc54)C(CCCCCCCCC)CCCCCC)F)cc13)cc(s2)C)C(CCCCCC)CC)F.c12c(c3C(c4ccc(CCCCCC)cc4)(c4cc5c(C(c6c-5sc5c6sc(/C=C6/C(c7c(ccc(C)c7)C6=O)=C(C#N)C#N)c5)(c5ccc(cc5)CCCCCC)c5ccc(CCCCCC)cc5)cc4-c3s1)c1ccc(CCCCCC)cc1)sc(/C=C1/C(=C(C#N)C#N)c3cc(C)ccc3C1=O)c2,11.816
CCCCCCCCCC(CCCCCC)n1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(C(CC)CCCCCC)s6)c6sc(C)cc6c(-c6cc(F)c(C(CC)CCCCCC)s6)c5s4)s3)c2n1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,13.088
C(C)C(c1c(F)cc(-c2c3c(cc(s3)C)c(-c3sc(c(F)c3)C(CCCCCC)CC)c3sc(-c4ccc(s4)-c4c(c(F)c(c5nn(C(CCCCCCCCC)CCCCCC)nc45)-c4ccc(C)s4)F)cc23)s1)CCCCCC.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4-c5sc6cc(sc6c5C(c5ccc(CCCCCC)cc5)(c4cc3-c3c2c2c(cc(s2)/C=C2/C(=C(C#N)C#N)c4c(C2=O)ccc(c4)C)s3)c2ccc(CCCCCC)cc2)/C=C2/C(c3c(C2=O)ccc(C)c3)=C(C#N)C#N)cc1,13.088
c1(-c2cc(F)c(C(CCCCCC)CC)s2)c2c(c(c3c1cc(-c1ccc(s1)-c1c(F)c(c(-c4sc(cc4)C)c4c1nn(n4)C(CCCCCCCCC)CCCCCC)F)s3)-c1cc(c(s1)C(CC)CCCCCC)F)cc(s2)C.c1cc2C(=O)/C(C(c2cc1C)=C(C#N)C#N)=C\c1cc2c(s1)c1C(c3ccc(cc3)CCCCCC)(c3ccc(cc3)CCCCCC)c3cc4c(C(c5ccc(cc5)CCCCCC)(c5ccc(cc5)CCCCCC)c5c6c(cc(/C=C7/C(=C(C#N)C#N)c8c(ccc(C)c8)C7=O)s6)sc5-4)cc3-c1s2,13.088
C(CCCCC)C(c1c(cc(s1)-c1c2cc(-c3sc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(nc54)C(CCCCCCCCC)CCCCCC)cc3)sc2c(c2cc(sc12)C)-c1cc(c(s1)C(CCCCCC)CC)F)F)CC.C(C#N)(C#N)=C1/C(C(c2c1cc(cc2)C)=O)=C/c1cc2sc3-c4cc5c(cc4C(c4ccc(CCCCCC)cc4)(c4ccc(cc4)CCCCCC)c3c2s1)-c1sc2c(c1C5(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)sc(/C=C1/C(=C(C#N)C#N)c3c(C1=O)ccc(C)c3)c2,13.088
CCC(CCCCCC)c1c(F)cc(-c2c3cc(sc3c(c3cc(sc32)-c2ccc(s2)-c2c(F)c(c(-c3sc(cc3)C)c3c2nn(C(CCCCCC)CCCCCCCCC)n3)F)-c2sc(C(CC)CCCCCC)c(F)c2)C)s1.Cc1cc2C(/C(C(=O)c2cc1)=C/c1sc2c3C(c4ccc(cc4)CCCCCC)(c4c(-c3sc2c1)cc1C(c2ccc(cc2)CCCCCC)(c2c3c(sc2-c1c4)cc(s3)/C=C1\C(c2c(C1=C(C#N)C#N)cc(C)cc2)=O)c1ccc(CCCCCC)cc1)c1ccc(cc1)CCCCCC)=C(C#N)C#N,13.088
c1(-c2c3c(c(-c4sc(C(CCCCCC)CC)c(F)c4)c4c2sc(c4)C)sc(-c2ccc(-c4c(c(c(-c5sc(cc5)C)c5c4nn(C(CCCCCC)CCCCCCCCC)n5)F)F)s2)c3)sc(c(F)c1)C(CCCCCC)CC.s1c(cc2sc3-c4cc5c(-c6c(c7c(cc(/C=C8\C(=O)c9ccc(C)cc9C8=C(C#N)C#N)s7)s6)C5(c5ccc(cc5)CCCCCC)c5ccc(cc5)CCCCCC)cc4C(c4ccc(cc4)CCCCCC)(c4ccc(CCCCCC)cc4)c3c21)/C=C1\C(c2c(C1=C(C#N)C#N)cc(C)cc2)=O,13.088
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,11.213
c1c2c(-c3sc(CC(CC)CCCC)cc3)c3sc(-c4ccc(-c5sc(-c6sc(C)cc6)c6C(c7c(c(sc7CC(CC)CCCC)CC(CCCC)CC)C(c65)=O)=O)s4)cc3c(-c3ccc(CC(CCCC)CC)s3)c2sc1C.C1(=C(C#N)C#N)/C(=C/c2cc3c(s2)c2c(-c4cc5C(c6c(sc7c6sc(/C=C6/C(=C(C#N)C#N)c8ccccc8C6=O)c7)-c5cc4C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)(c2ccc(cc2)CCCCCC)c2ccc(CCCCCC)cc2)s3)C(c2ccccc12)=O,11.213
C(CC)CC(CC)Cc1sc(c2c1C(c1c(sc(-c3ccc(-c4cc5c(c6c(cc(C)s6)c(-c6ccc(CC(CCCC)CC)s6)c5s4)-c4sc(CC(CCCC)CC)cc4)s3)c1C2=O)-c1ccc(s1)C)=O)CC(CCCC)CC.N#CC(=C1/C(C(c2ccccc21)=O)=C/c1sc2c(sc3c2C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc4-c5sc6c(sc(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)c6)c5C(c5ccc(cc5)CCCCCC)(c4cc-32)c2ccc(CCCCCC)cc2)c1)C#N,11.213
C(C(CCCC)Cc1c2c(C(c3c(C2=O)c(sc3-c2ccc(s2)-c2cc3c(c(-c4ccc(s4)CC(CCCC)CC)c4cc(C)sc4c3-c3ccc(CC(CCCC)CC)s3)s2)-c2sc(cc2)C)=O)c(CC(CC)CCCC)s1)C.c12c(-c3cc4c(cc3C2(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)-c2c(c3c(s2)cc(/C=C2\C(=O)c5c(cccc5)C2=C(C#N)C#N)s3)C4(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)sc2cc(sc21)/C=C1/C(=C(C#N)C#N)c2c(C1=O)cccc2,11.213
s1c2c(c(-c3ccc(s3)CC(CCCC)CC)c3c(c2-c2ccc(CC(CC)CCCC)s2)cc(-c2sc(cc2)-c2sc(c4c2C(c2c(sc(c2C4=O)CC(CCCC)CC)CC(CC)CCCC)=O)-c2sc(C)cc2)s3)cc1C.c1(ccc(cc1)CCCCCC)C1(c2ccc(cc2)CCCCCC)c2cc3c(cc2-c2sc4cc(/C=C5/C(=C(C#N)C#N)c6c(cccc6)C5=O)sc4c21)C(c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1c2sc(cc2sc-31)/C=C1/C(=C(C#N)C#N)c2c(cccc2)C1=O,11.213
C1(c2c(c(sc2CC(CC)CCCC)CC(CCCC)CC)C(=O)c2c(-c3sc(cc3)-c3cc4c(s3)c(c3cc(C)sc3c4-c3ccc(CC(CC)CCCC)s3)-c3sc(cc3)CC(CC)CCCC)sc(-c3sc(C)cc3)c12)=O.c12ccccc1C(=C(C#N)C#N)/C(C2=O)=C/c1cc2c(s1)c1C(c3ccc(CCCCCC)cc3)(c3ccc(cc3)CCCCCC)c3cc4-c5c(c6sc(/C=C7/C(=C(C#N)C#N)c8c(cccc8)C7=O)cc6s5)C(c4cc3-c1s2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC,11.213
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,7.446
s1c(c2C(=O)c3c(CC(CC)CCCC)sc(c3C(=O)c2c1-c1ccc(s1)C)CC(CC)CCCC)-c1sc(cc1)-c1cc2c(c(-c3sc(cc3)CC(CCCC)CC)c3cc(C)sc3c2-c2ccc(s2)CC(CC)CCCC)s1.CCCCCCc1ccc(cc1)C1(c2ccc(CCCCCC)cc2)c2c(sc3c2sc(/C=C2/C(c4ccccc4C2=O)=C(C#N)C#N)c3)-c2cc3C(c4c5c(cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)sc4-c3cc21)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC,7.446
C1(=O)c2c(-c3sc(cc3)C)sc(-c3sc(cc3)-c3cc4c(c(c5c(c4-c4sc(CC(CCCC)CC)cc4)sc(C)c5)-c4sc(cc4)CC(CC)CCCC)s3)c2C(=O)c2c1c(sc2CC(CCCC)CC)CC(CCCC)CC.c1cc2c(cc1)C(/C(=C\c1cc3c(s1)c1c(-c4cc5C(c6c(-c5cc4C1(c1ccc(cc1)CCCCCC)c1ccc(CCCCCC)cc1)sc1c6sc(c1)/C=C1\C(c4c(C1=C(C#N)C#N)cccc4)=O)(c1ccc(CCCCCC)cc1)c1ccc(cc1)CCCCCC)s3)C2=C(C#N)C#N)=O,7.446
s1c(-c2c3c(c(c4c2cc(-c2sc(-c5sc(c6c5C(=O)c5c(CC(CCCC)CC)sc(CC(CC)CCCC)c5C6=O)-c5ccc(C)s5)cc2)s4)-c2ccc(s2)CC(CC)CCCC)cc(s3)C)ccc1CC(CCCC)CC.C(#N)C(C#N)=C1c2ccccc2C(=O)/C1=C\c1cc2c(s1)c1c(s2)-c2c(cc3c(C(c4ccc(CCCCCC)cc4)(c4c-3sc3c4sc(/C=C4/C(=C(C#N)C#N)c5c(C4=O)cccc5)c3)c3ccc(CCCCCC)cc3)c2)C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC,7.446
C(C(Cc1ccc(s1)-c1c2sc(cc2c(c2c1cc(s2)-c1sc(-c2sc(c3C(=O)c4c(sc(c4C(c32)=O)CC(CC)CCCC)CC(CCCC)CC)-c2sc(cc2)C)cc1)-c1sc(CC(CC)CCCC)cc1)C)CCCC)C.C(=C1\C(c2ccccc2C1=C(C#N)C#N)=O)\c1sc2c(sc3-c4c(cc5c(c4)C(c4c-5sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc45)(c4ccc(cc4)CCCCCC)c4ccc(cc4)CCCCCC)C(c23)(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)c1,7.446
c12C(=O)c3c(c(sc3CC(CC)CCCC)CC(CCCC)CC)C(=O)c2c(-c2ccc(s2)C)sc1-c1sc(-c2sc3c(c4cc(sc4c(-c4sc(cc4)CC(CCCC)CC)c3c2)C)-c2sc(cc2)CC(CC)CCCC)cc1.C1(/C(C(=C(C#N)C#N)c2c1cccc2)=C\c1cc2sc3-c4c(cc5c(c4)C(c4c-5sc5cc(/C=C6/C(c7ccccc7C6=O)=C(C#N)C#N)sc54)(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)C(c3c2s1)(c1ccc(cc1)CCCCCC)c1ccc(CCCCCC)cc1)=O,7.446
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.111
c1c(sc(-c2c3sc(cc3c(-c3sc(cc3)CC(CCCC)CC)c3c2cc(-c2sc(cc2)-c2c4C(=O)c5c(CC(CC)CCCC)sc(c5C(=O)c4c(-c4sc(C)cc4)s2)CC(CC)CCCC)s3)C)c1)CC(CCCC)CC.s1c2c(c3sc(cc13)/C=C1\C(c3c(cccc3)C1=C(C#N)C#N)=O)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2cc2C(c3c4c(sc3-c2c1)cc(s4)/C=C1\C(c2c(C1=C(C#N)C#N)cccc2)=O)(c1ccc(cc1)CCCCCC)c1ccc(CCCCCC)cc1,0.111
c1(sc(c2c1C(c1c(C2=O)c(sc1CC(CC)CCCC)CC(CC)CCCC)=O)-c1ccc(s1)C)-c1sc(cc1)-c1cc2c(c(-c3sc(cc3)CC(CCCC)CC)c3cc(sc3c2-c2ccc(CC(CCCC)CC)s2)C)s1.C1(/C(C(=O)c2ccccc21)=C/c1sc2c(sc3-c4cc5C(c6ccc(cc6)CCCCCC)(c6ccc(CCCCCC)cc6)c6c7sc(/C=C8/C(=C(C#N)C#N)c9ccccc9C8=O)cc7sc6-c5cc4C(c4ccc(CCCCCC)cc4)(c4ccc(cc4)CCCCCC)c32)c1)=C(C#N)C#N,0.111
C(C(Cc1sc(-c2c3c(c(-c4sc(cc4)CC(CCCC)CC)c4c2cc(s4)C)cc(s3)-c2sc(-c3c4c(c(-c5ccc(s5)C)s3)C(c3c(CC(CC)CCCC)sc(c3C4=O)CC(CCCC)CC)=O)cc2)cc1)CC)CCC.c1cc2c(C(/C(=C/c3cc4c(s3)c3c(s4)-c4cc5C(c6ccc(CCCCCC)cc6)(c6c(sc7c6sc(/C=C6\C(c8c(C6=C(C#N)C#N)cccc8)=O)c7)-c5cc4C3(c3ccc(CCCCCC)cc3)c3ccc(cc3)CCCCCC)c3ccc(CCCCCC)cc3)C2=O)=C(C#N)C#N)cc1,0.111
C(c1sc(CC(CCCC)CC)c2C(=O)c3c(C(c12)=O)c(-c1sc(C)cc1)sc3-c1sc(cc1)-c1cc2c(c(-c3ccc(CC(CCCC)CC)s3)c3c(sc(c3)C)c2-c2ccc(s2)CC(CCCC)CC)s1)C(CC)CCCC.C1(/C(C(=O)c2ccccc12)=C/c1cc2c(c3C(c4ccc(CCCCCC)cc4)(c4ccc(cc4)CCCCCC)c4cc5-c6sc7cc(sc7c6C(c6ccc(cc6)CCCCCC)(c6ccc(cc6)CCCCCC)c5cc4-c3s2)/C=C2\C(c3ccccc3C2=C(C#N)C#N)=O)s1)=C(C#N)C#N,0.111
c12c(CC(CC)CCCC)sc(CC(CC)CCCC)c2C(=O)c2c(sc(c2C1=O)-c1ccc(C)s1)-c1sc(-c2sc3c(-c4sc(CC(CC)CCCC)cc4)c4cc(C)sc4c(c3c2)-c2ccc(s2)CC(CCCC)CC)cc1.C(CCc1ccc(cc1)C1(c2cc3c(cc2-c2c1c1sc(/C=C4\C(=O)c5c(C4=C(C#N)C#N)cccc5)cc1s2)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c2c(sc1-3)cc(/C=C1/C(c3ccccc3C1=O)=C(C#N)C#N)s2)c1ccc(cc1)CCCCCC)CCC,0.111
CCCCCCCCCCCCSOc1c(OSCCCCCCCCCCCC)c(-c2ccc(-c3ccc4c5ccc(C)cc5n(CCCCCCCC)c4c3)s2)c2nsnc2c1-c1ccc(C)s1.CCCCCCCCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc(-c6ccc(-c7ccc8c9c(cccc79)C(=O)N(CCCCCCCCCCCC)C8=O)s6)c(F)c5)s4)ccc(c23)C1=O,0.736
c1c(cc2c(c3ccc(cc3n2CCCCCCCC)C)c1)-c1sc(cc1)-c1c2c(nsn2)c(-c2sc(C)cc2)c(OSCCCCCCCCCCCC)c1OSCCCCCCCCCCCC.C(CCCCCN1C(c2cccc3c(-c4sc(-c5cc(F)c(-c6sc(cc6)-c6ccc7C(=O)N(CCCCCCCCCCCC)C(c8c7c6ccc8)=O)cc5)cc4)ccc(c32)C1=O)=O)CCCCCC,0.736
C(CCCCCCCCCSOc1c(-c2sc(C)cc2)c2nsnc2c(c1OSCCCCCCCCCCCC)-c1ccc(-c2cc3n(c4cc(C)ccc4c3cc2)CCCCCCCC)s1)CC.c1c2C(N(CCCCCCCCCCCC)C(=O)c3cccc(c(c1)-c1sc(cc1)-c1c(F)cc(cc1)-c1sc(cc1)-c1ccc4C(=O)N(CCCCCCCCCCCC)C(=O)c5c4c1ccc5)c23)=O,0.736
c1(c2c(nsn2)c(c(c1OSCCCCCCCCCCCC)OSCCCCCCCCCCCC)-c1ccc(s1)-c1cc2c(c3c(n2CCCCCCCC)cc(C)cc3)cc1)-c1ccc(C)s1.c1(-c2sc(cc2)-c2ccc3c4c2cccc4C(=O)N(C3=O)CCCCCCCCCCCC)c(F)cc(cc1)-c1sc(cc1)-c1ccc2C(=O)N(C(=O)c3c2c1ccc3)CCCCCCCCCCCC,0.736
C(CCSOc1c(OSCCCCCCCCCCCC)c(-c2sc(cc2)-c2ccc3c4ccc(cc4n(c3c2)CCCCCCCC)C)c2c(nsn2)c1-c1ccc(C)s1)CCCCCCCCC.c1c(-c2c3cccc4C(=O)N(C(c(c43)cc2)=O)CCCCCCCCCCCC)sc(c1)-c1c(F)cc(-c2sc(cc2)-c2c3c4c(C(N(CCCCCCCCCCCC)C(c4ccc3)=O)=O)cc2)cc1,0.736
CCCCCCCCCCCCSOc1c(c(-c2ccc(-c3ccc4c(n(c5c4ccc(C)c5)CCCCCCCC)c3)s2)c2c(nsn2)c1-c1sc(cc1)C)OSCCCCCCCCCCCC.CCCCCCCCCCCCN1C(c2c3c(c(-c4sc(-c5c(cc(-c6sc(cc6)-c6c7c8c(C(=O)N(CCCCCCCCCCCC)C(c8cc6)=O)ccc7)cc5)F)cc4)ccc3C1=O)ccc2)=O,0.736
CCCCCCCCCCCCSOc1c(OSCCCCCCCCCCCC)c(-c2ccc(-c3ccc4c5ccc(C)cc5n(CCCCCCCC)c4c3)s2)c2nsnc2c1-c1ccc(C)s1.CCCCCCCCOc1cc(-c2ccc(-c3ccc4c5c(cccc35)C(=O)N(CCCCCCCC)C4=O)s2)c(F)cc1-c1ccc(-c2ccc3c4c(cccc24)C(=O)N(CCCCCCCC)C3=O)s1,0.559
C(CCC)CCCCCCCCSOc1c(c(-c2ccc(-c3ccc4c5ccc(C)cc5n(CCCCCCCC)c4c3)s2)c2c(nsn2)c1-c1ccc(s1)C)OSCCCCCCCCCCCC.C(CCCCCCN1C(=O)c2c3c(c(ccc3C1=O)-c1ccc(s1)-c1cc(OCCCCCCCC)c(-c3ccc(s3)-c3ccc4C(=O)N(CCCCCCCC)C(=O)c5cccc3c45)cc1F)ccc2)C,0.559
c12c(n(CCCCCCCC)c3cc(ccc31)C)cc(cc2)-c1ccc(s1)-c1c2nsnc2c(-c2ccc(s2)C)c(OSCCCCCCCCCCCC)c1OSCCCCCCCCCCCC.c1(-c2ccc(-c3c4cccc5C(N(CCCCCCCC)C(c(cc3)c45)=O)=O)s2)c(cc(c(c1)F)-c1ccc(s1)-c1c2c3c(C(=O)N(C(c3ccc2)=O)CCCCCCCC)cc1)OCCCCCCCC,0.559
