Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,mae_mean,mae_std,rmse_mean,rmse_std
Swelling_Xu,7,PS_SMILES,SD,chemprop,0.29421334943624916,0.3555295020385758,-0.07836079166486785,0.3145922151051294,6.025838602310311,1.6849109870065373,8.266410386762416,3.0489893430532935
