folds,r,r2,mae,rmse
0,0.19065469462647117,-0.08741292626366248,7.858968122057153,12.875384617287857
1,0.6430388627733811,0.3679843610988268,4.059961691904533,4.883196647540832
2,-0.3363030460144488,-0.5846605160170559,8.795534740056414,12.805366933368427
3,0.12853016455708904,-0.30479167286070785,6.089301080033779,7.561658683918704
4,0.6358182382437112,-0.08671266685819945,5.079329325238987,6.74897099083563
5,0.7061232101083498,0.33777603378428966,4.022337726823974,5.331230623393524
6,0.09163132175919031,-0.19070815453756573,6.275437530057347,7.659064210991941
