folds,r,r2,mae,rmse
0,0.6602932197954006,0.4176419372323559,2.074278435498395,2.589944116782576
1,0.5097358575426221,0.2460442454016487,1.960279242183253,2.456645378434741
2,0.5613518492842887,0.30359001787237594,1.875664511308147,2.3837637640594704
3,0.5472922881355733,0.25959545133877515,2.059279878312903,2.527975346151501
4,0.5963997429331146,0.3515984275300924,2.2481276003391155,2.7253104210672596
