Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,mae_mean,mae_std,rmse_mean,rmse_std
OPV_Min,5,DA_SMILES,calc_PCE_percent,chemprop,0.5750145915381999,0.050884730286251394,0.3156940158750496,0.06297166296525285,2.043525933528363,0.12503056738664434,2.5367278052991096,0.11686160817295181
